"","artist_name","track_name","energy","danceability","energy.1","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","jack"
"669","Taylor Swift","The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)",0.534,0.502,0.534,2,-5.954,1,0.0278,0.0399,0,0.0977,0.155,94.05,"0"
"670","Taylor Swift","Holy Ground (Taylor's Version)",0.809,0.622,0.809,9,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,"0"
"671","Taylor Swift","Sad Beautiful Tragic (Taylor's Version)",0.406,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19e-05,0.133,0.232,130.059,"0"
"672","Taylor Swift","The Lucky One (Taylor's Version)",0.571,0.686,0.571,4,-7.138,1,0.05,0.066,0,0.0608,0.538,117.889,"0"
"673","Taylor Swift","Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)",0.61,0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,"0"
"674","Taylor Swift","Starlight (Taylor's Version)",0.685,0.628,0.685,4,-5.864,1,0.0358,0.00324,0,0.18,0.605,126.014,"0"
"675","Taylor Swift","Begin Again (Taylor's Version)",0.527,0.519,0.527,7,-7.673,1,0.0274,0.075,0,0.132,0.267,78.915,"0"
"676","Taylor Swift","The Moment I Knew (Taylor's Version)",0.402,0.636,0.402,7,-7.855,1,0.031,0.0494,0,0.107,0.208,125.952,"0"
"677","Taylor Swift","Come Back...Be Here (Taylor's Version)",0.632,0.46,0.632,4,-6.031,1,0.0302,0.0158,0,0.0822,0.399,79.846,"0"
"678","Taylor Swift","Girl At Home (Taylor's Version)",0.736,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,"0"
"679","Taylor Swift","State Of Grace (Acoustic Version) (Taylor's Version)",0.131,0.445,0.131,7,-13.778,1,0.0564,0.663,1.57e-06,0.108,0.101,208.918,"0"
"680","Taylor Swift","Ronan (Taylor's Version)",0.279,0.623,0.279,0,-10.802,1,0.031,0.661,0,0.193,0.38,116.04,"0"
"681","Taylor Swift","Better Man (Taylor's Version) (From The Vault)",0.579,0.473,0.579,4,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942,"0"
"682","Taylor Swift","Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)",0.377,0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,"0"
"683","Taylor Swift","Babe (Taylor's Version) (From The Vault)",0.743,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,"0"
"684","Taylor Swift","Message In A Bottle (Taylor's Version) (From The Vault)",0.791,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,"0"
"685","Taylor Swift","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)",0.715,0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,"0"
"686","Taylor Swift","Forever Winter (Taylor's Version) (From The Vault)",0.552,0.611,0.552,7,-5.828,1,0.031,0.256,0,0.134,0.41,116.012,"0"
"687","Taylor Swift","Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)",0.488,0.61,0.488,3,-6.918,1,0.0293,0.817,0,0.312,0.443,125.039,"0"
"688","Taylor Swift","The Very First Night (Taylor's Version) (From The Vault)",0.733,0.678,0.733,7,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,"0"
"689","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",0.518,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,"0"
"690","Taylor Swift","State Of Grace (Taylor's Version)",0.713,0.594,0.713,9,-5.314,1,0.0503,0.000328,0,0.114,0.328,129.958,"0"
"691","Taylor Swift","Red (Taylor's Version)",0.777,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,"0"
"692","Taylor Swift","Treacherous (Taylor's Version)",0.593,0.645,0.593,2,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,109.984,"0"
"693","Taylor Swift","I Knew You Were Trouble (Taylor's Version)",0.557,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,"0"
"694","Taylor Swift","All Too Well (Taylor's Version)",0.528,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,"0"
"695","Taylor Swift","22 (Taylor's Version)",0.695,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,"0"
"696","Taylor Swift","I Almost Do (Taylor's Version)",0.559,0.511,0.559,4,-6.587,1,0.0264,0.0167,0,0.113,0.248,145.88,"0"
"697","Taylor Swift","We Are Never Ever Getting Back Together (Taylor's Version)",0.686,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,"0"
"698","Taylor Swift","Stay Stay Stay (Taylor's Version)",0.681,0.693,0.681,0,-7.039,1,0.025,0.0848,0,0.0768,0.663,100.02,"0"
"699","Taylor Swift","The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)",0.534,0.502,0.534,2,-5.954,1,0.0278,0.0399,0,0.0977,0.155,94.05,"0"
"700","Taylor Swift","Holy Ground (Taylor's Version)",0.809,0.622,0.809,9,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,"0"
"701","Taylor Swift","Sad Beautiful Tragic (Taylor's Version)",0.406,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19e-05,0.133,0.232,130.059,"0"
"702","Taylor Swift","The Lucky One (Taylor's Version)",0.571,0.686,0.571,4,-7.138,1,0.05,0.066,0,0.0608,0.538,117.889,"0"
"703","Taylor Swift","Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)",0.61,0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,"0"
"704","Taylor Swift","Starlight (Taylor's Version)",0.685,0.628,0.685,4,-5.864,1,0.0358,0.00324,0,0.18,0.605,126.014,"0"
"705","Taylor Swift","Begin Again (Taylor's Version)",0.527,0.519,0.527,7,-7.673,1,0.0274,0.075,0,0.132,0.267,78.915,"0"
"706","Taylor Swift","The Moment I Knew (Taylor's Version)",0.402,0.636,0.402,7,-7.855,1,0.031,0.0494,0,0.107,0.208,125.952,"0"
"707","Taylor Swift","Come Back...Be Here (Taylor's Version)",0.632,0.46,0.632,4,-6.031,1,0.0302,0.0158,0,0.0822,0.399,79.846,"0"
"708","Taylor Swift","Girl At Home (Taylor's Version)",0.736,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,"0"
"709","Taylor Swift","State Of Grace (Acoustic Version) (Taylor's Version)",0.131,0.445,0.131,7,-13.778,1,0.0564,0.663,1.57e-06,0.108,0.101,208.918,"0"
"710","Taylor Swift","Ronan (Taylor's Version)",0.279,0.623,0.279,0,-10.802,1,0.031,0.661,0,0.193,0.38,116.04,"0"
"711","Taylor Swift","Better Man (Taylor's Version) (From The Vault)",0.579,0.473,0.579,4,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942,"0"
"712","Taylor Swift","Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)",0.377,0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,"0"
"713","Taylor Swift","Babe (Taylor's Version) (From The Vault)",0.743,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,"0"
"714","Taylor Swift","Message In A Bottle (Taylor's Version) (From The Vault)",0.791,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,"0"
"715","Taylor Swift","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)",0.714,0.403,0.714,0,-4.514,1,0.0488,0.16,0,0.179,0.482,149.67,"0"
"716","Taylor Swift","Forever Winter (Taylor's Version) (From The Vault)",0.552,0.611,0.552,7,-5.828,1,0.031,0.256,0,0.134,0.41,116.012,"0"
"717","Taylor Swift","Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)",0.488,0.61,0.488,3,-6.918,1,0.0293,0.817,0,0.312,0.443,125.039,"0"
"718","Taylor Swift","The Very First Night (Taylor's Version) (From The Vault)",0.733,0.678,0.733,7,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,"0"
"719","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",0.522,0.631,0.522,0,-8.649,1,0.0302,0.279,0,0.0875,0.213,93,"0"
"720","Taylor Swift","Fearless (Taylor’s Version)",0.741,0.569,0.741,5,-4.963,1,0.0282,0.0122,0,0.333,0.43,100.118,"0"
"721","Taylor Swift","Fifteen (Taylor’s Version)",0.646,0.559,0.646,7,-4.61,1,0.0272,0.116,0,0.32,0.289,95.466,"0"
"722","Taylor Swift","Love Story (Taylor’s Version)",0.792,0.627,0.792,2,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054,"0"
"723","Taylor Swift","Hey Stephen (Taylor’s Version)",0.571,0.788,0.571,6,-6.135,1,0.0296,0.106,0,0.0934,0.797,115.99,"0"
"724","Taylor Swift","White Horse (Taylor’s Version)",0.517,0.423,0.517,0,-7.377,1,0.0486,0.369,0,0.177,0.366,185.262,"0"
"725","Taylor Swift","You Belong With Me (Taylor’s Version)",0.773,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,"0"
"726","Taylor Swift","Breathe (feat. Colbie Caillat) (Taylor’s Version)",0.626,0.506,0.626,1,-6.066,1,0.0287,0.156,0,0.228,0.321,148.035,"0"
"727","Taylor Swift","Tell Me Why (Taylor’s Version)",0.909,0.578,0.909,7,-3.669,1,0.0628,0.0222,0,0.333,0.541,100.023,"0"
"728","Taylor Swift","You’re Not Sorry (Taylor’s Version)",0.444,0.506,0.444,6,-4.99,1,0.0285,0.0538,0,0.123,0.241,133.873,"0"
"729","Taylor Swift","The Way I Loved You (Taylor’s Version)",0.732,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,"0"
"730","Taylor Swift","Forever & Always (Taylor’s Version)",0.821,0.598,0.821,10,-4.433,1,0.0447,0.0231,0,0.143,0.673,128.03,"0"
"731","Taylor Swift","The Best Day (Taylor’s Version)",0.576,0.642,0.576,1,-8.524,1,0.0282,0.488,0,0.159,0.469,125,"0"
"732","Taylor Swift","Change (Taylor’s Version)",0.815,0.499,0.815,5,-4.063,1,0.0341,0.000191,0,0.181,0.344,95.999,"0"
"733","Taylor Swift","Jump Then Fall (Taylor’s Version)",0.69,0.572,0.69,2,-6.201,1,0.0358,0.0474,0,0.0897,0.624,160.111,"0"
"734","Taylor Swift","Untouchable (Taylor’s Version)",0.531,0.393,0.531,5,-6.112,1,0.0329,0.0181,0,0.169,0.224,200.391,"0"
"735","Taylor Swift","Forever & Always (Piano Version) (Taylor’s Version)",0.273,0.546,0.273,9,-9.208,1,0.0308,0.819,0,0.137,0.271,118.753,"0"
"736","Taylor Swift","Come In With The Rain (Taylor’s Version)",0.564,0.476,0.564,2,-5.677,1,0.0269,0.0406,0,0.102,0.167,143.929,"0"
"737","Taylor Swift","Superstar (Taylor’s Version)",0.555,0.454,0.555,2,-6.69,1,0.0283,0.157,0,0.343,0.171,171.862,"0"
"738","Taylor Swift","The Other Side Of The Door (Taylor’s Version)",0.873,0.432,0.873,4,-4.367,1,0.0577,0.0279,0,0.167,0.629,163.936,"0"
"739","Taylor Swift","Today Was A Fairytale (Taylor’s Version)",0.779,0.482,0.779,7,-5.025,1,0.0409,0.0135,0,0.296,0.328,158.162,"0"
"740","Taylor Swift","You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)",0.494,0.599,0.494,2,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893,"0"
"741","Taylor Swift","Mr. Perfectly Fine (Taylor’s Version) (From The Vault)",0.817,0.66,0.817,11,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942,"0"
"742","Taylor Swift","We Were Happy (Taylor’s Version) (From The Vault)",0.373,0.609,0.373,0,-8.819,1,0.0263,0.849,0,0.0779,0.13,106.007,"0"
"743","Taylor Swift","That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)",0.608,0.588,0.608,5,-7.062,1,0.0365,0.225,0,0.092,0.508,90.201,"0"
"744","Taylor Swift","Don’t You (Taylor’s Version) (From The Vault)",0.473,0.563,0.473,3,-11.548,1,0.0503,0.514,1.2e-05,0.109,0.405,101.934,"0"
"745","Taylor Swift","Bye Bye Baby (Taylor’s Version) (From The Vault)",0.624,0.624,0.624,5,-7.86,1,0.0539,0.334,0,0.0995,0.527,80.132,"0"
"746","Taylor Swift","willow",0.574,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,"0"
"747","Taylor Swift","champagne problems",0.24,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,"0"
"748","Taylor Swift","gold rush",0.462,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,"0"
"749","Taylor Swift","‘tis the damn season",0.434,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,"0"
"750","Taylor Swift","tolerate it",0.361,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,"0"
"751","Taylor Swift","no body, no crime (feat. HAIM)",0.613,0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,"0"
"752","Taylor Swift","happiness",0.334,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,"0"
"753","Taylor Swift","dorothea",0.488,0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,"0"
"754","Taylor Swift","coney island (feat. The National)",0.537,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,"0"
"755","Taylor Swift","ivy",0.545,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,"0"
"756","Taylor Swift","cowboy like me",0.517,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,"0"
"757","Taylor Swift","long story short",0.73,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,"0"
"758","Taylor Swift","marjorie",0.561,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,"0"
"759","Taylor Swift","closure",0.704,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,"0"
"760","Taylor Swift","evermore (feat. Bon Iver)",0.27,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,"0"
"761","Taylor Swift","right where you left me - bonus track",0.619,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,"0"
"762","Taylor Swift","it’s time to go - bonus track",0.41,0.592,0.41,0,-12.426,1,0.0397,0.801,1.39e-05,0.09,0.416,151.923,"0"
"763","Taylor Swift","willow",0.579,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,"0"
"764","Taylor Swift","champagne problems",0.248,0.463,0.248,0,-12.036,1,0.0374,0.92,0,0.113,0.325,171.346,"0"
"765","Taylor Swift","gold rush",0.471,0.498,0.471,9,-10.406,1,0.0411,0.811,0.113,0.121,0.351,112.018,"0"
"766","Taylor Swift","‘tis the damn season",0.435,0.575,0.435,5,-8.193,1,0.0311,0.737,5.38e-05,0.105,0.351,145.91,"0"
"767","Taylor Swift","tolerate it",0.36,0.373,0.36,9,-10.376,1,0.0387,0.878,1.54e-05,0.079,0.212,147.442,"0"
"768","Taylor Swift","no body, no crime (feat. HAIM)",0.613,0.547,0.613,7,-7.577,0,0.0264,0.431,0,0.102,0.528,79.011,"0"
"769","Taylor Swift","happiness",0.331,0.558,0.331,11,-10.649,1,0.0381,0.861,0,0.113,0.201,122.035,"0"
"770","Taylor Swift","dorothea",0.488,0.607,0.488,4,-8.329,1,0.0264,0.694,0,0.129,0.361,119.953,"0"
"771","Taylor Swift","coney island (feat. The National)",0.536,0.529,0.536,8,-11.269,1,0.0627,0.826,0.00082,0.141,0.304,107.873,"0"
"772","Taylor Swift","ivy",0.547,0.329,0.547,2,-9.514,1,0.0397,0.848,1.11e-05,0.088,0.522,86.629,"0"
"773","Taylor Swift","cowboy like me",0.513,0.605,0.513,0,-8.962,1,0.0337,0.774,0.000177,0.123,0.512,127.986,"0"
"774","Taylor Swift","long story short",0.732,0.546,0.732,0,-7.715,1,0.0423,0.674,0.184,0.0972,0.571,157.893,"0"
"775","Taylor Swift","marjorie",0.562,0.535,0.562,5,-11.615,1,0.0479,0.878,0.000132,0.114,0.294,96.103,"0"
"776","Taylor Swift","closure",0.705,0.686,0.705,9,-10.823,1,0.249,0.832,4.55e-06,0.134,0.919,151.868,"0"
"777","Taylor Swift","evermore (feat. Bon Iver)",0.27,0.395,0.27,1,-10.672,1,0.0309,0.937,0.00249,0.111,0.314,120.94,"0"
"778","Taylor Swift","right where you left me - bonus track",0.619,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,"0"
"779","Taylor Swift","it’s time to go - bonus track",0.41,0.592,0.41,0,-12.426,1,0.0397,0.801,1.39e-05,0.09,0.416,151.923,"0"
"780","Taylor Swift","willow",0.574,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,"0"
"781","Taylor Swift","champagne problems",0.24,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,"0"
"782","Taylor Swift","gold rush",0.462,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,"0"
"783","Taylor Swift","‘tis the damn season",0.434,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,"0"
"784","Taylor Swift","tolerate it",0.361,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,"0"
"785","Taylor Swift","no body, no crime (feat. HAIM)",0.613,0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,"0"
"786","Taylor Swift","happiness",0.334,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,"0"
"787","Taylor Swift","dorothea",0.488,0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,"0"
"788","Taylor Swift","coney island (feat. The National)",0.537,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,"0"
"789","Taylor Swift","ivy",0.545,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,"0"
"790","Taylor Swift","cowboy like me",0.517,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,"0"
"791","Taylor Swift","long story short",0.73,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,"0"
"792","Taylor Swift","marjorie",0.561,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,"0"
"793","Taylor Swift","closure",0.704,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,"0"
"794","Taylor Swift","evermore (feat. Bon Iver)",0.27,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,"0"
"795","Taylor Swift","willow",0.574,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,"0"
"796","Taylor Swift","champagne problems",0.24,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,"0"
"797","Taylor Swift","gold rush",0.462,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,"0"
"798","Taylor Swift","‘tis the damn season",0.434,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,"0"
"799","Taylor Swift","tolerate it",0.361,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,"0"
"800","Taylor Swift","no body, no crime (feat. HAIM)",0.613,0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,"0"
"801","Taylor Swift","happiness",0.334,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,"0"
"802","Taylor Swift","dorothea",0.488,0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,"0"
"803","Taylor Swift","coney island (feat. The National)",0.537,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,"0"
"804","Taylor Swift","ivy",0.545,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,"0"
"805","Taylor Swift","cowboy like me",0.517,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,"0"
"806","Taylor Swift","long story short",0.73,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,"0"
"807","Taylor Swift","marjorie",0.561,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,"0"
"808","Taylor Swift","closure",0.704,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,"0"
"809","Taylor Swift","evermore (feat. Bon Iver)",0.27,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,"0"
"810","Taylor Swift","willow",0.579,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,"0"
"811","Taylor Swift","champagne problems",0.248,0.463,0.248,0,-12.036,1,0.0374,0.92,0,0.113,0.325,171.346,"0"
"812","Taylor Swift","gold rush",0.471,0.498,0.471,9,-10.406,1,0.0411,0.811,0.113,0.121,0.351,112.018,"0"
"813","Taylor Swift","‘tis the damn season",0.435,0.575,0.435,5,-8.193,1,0.0311,0.737,5.38e-05,0.105,0.351,145.91,"0"
"814","Taylor Swift","tolerate it",0.36,0.373,0.36,9,-10.376,1,0.0387,0.878,1.54e-05,0.079,0.212,147.442,"0"
"815","Taylor Swift","no body, no crime (feat. HAIM)",0.613,0.547,0.613,7,-7.577,0,0.0264,0.431,0,0.102,0.528,79.011,"0"
"816","Taylor Swift","happiness",0.331,0.558,0.331,11,-10.649,1,0.0381,0.861,0,0.113,0.201,122.035,"0"
"817","Taylor Swift","dorothea",0.488,0.607,0.488,4,-8.329,1,0.0264,0.694,0,0.129,0.361,119.953,"0"
"818","Taylor Swift","coney island (feat. The National)",0.536,0.529,0.536,8,-11.269,1,0.0627,0.826,0.00082,0.141,0.304,107.873,"0"
"819","Taylor Swift","ivy",0.547,0.329,0.547,2,-9.514,1,0.0397,0.848,1.11e-05,0.088,0.522,86.629,"0"
"820","Taylor Swift","cowboy like me",0.513,0.605,0.513,0,-8.962,1,0.0337,0.774,0.000177,0.123,0.512,127.986,"0"
"821","Taylor Swift","long story short",0.732,0.546,0.732,0,-7.715,1,0.0423,0.674,0.184,0.0972,0.571,157.893,"0"
"822","Taylor Swift","marjorie",0.562,0.535,0.562,5,-11.615,1,0.0479,0.878,0.000132,0.114,0.294,96.103,"0"
"823","Taylor Swift","closure",0.705,0.686,0.705,9,-10.823,1,0.249,0.832,4.55e-06,0.134,0.919,151.868,"0"
"824","Taylor Swift","evermore (feat. Bon Iver)",0.27,0.395,0.27,1,-10.672,1,0.0309,0.937,0.00249,0.111,0.314,120.94,"0"
"825","Taylor Swift","the 1",0.361,0.78,0.361,0,-6.942,1,0.048,0.75,7.14e-06,0.108,0.163,139.902,"0"
"826","Taylor Swift","cardigan",0.58,0.612,0.58,0,-8.572,0,0.0419,0.525,0.000414,0.26,0.534,130.045,"0"
"827","Taylor Swift","the last great american dynasty",0.653,0.688,0.653,7,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,"0"
"828","Taylor Swift","exile (feat. Bon Iver)",0.374,0.31,0.374,6,-8.464,1,0.0275,0.761,2.46e-05,0.11,0.16,75.938,"0"
"829","Taylor Swift","my tears ricochet",0.265,0.456,0.265,0,-10.663,1,0.0328,0.814,0,0.0679,0.112,129.947,"0"
"830","Taylor Swift","mirrorball",0.417,0.549,0.417,7,-10.064,1,0.035,0.686,1.9e-06,0.0604,0.347,110.137,"0"
"831","Taylor Swift","seven",0.494,0.602,0.494,4,-10.813,1,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,"0"
"832","Taylor Swift","august",0.634,0.387,0.634,5,-9.222,1,0.0363,0.553,6.93e-05,0.0931,0.42,89.567,"0"
"833","Taylor Swift","this is me trying",0.478,0.511,0.478,9,-9.837,1,0.0322,0.312,2.3e-05,0.147,0.408,135.882,"0"
"834","Taylor Swift","illicit affairs",0.304,0.529,0.304,10,-10.567,1,0.0356,0.862,0,0.108,0.44,119.58,"0"
"835","Taylor Swift","invisible string",0.459,0.651,0.459,4,-11.128,0,0.0507,0.859,6.63e-05,0.105,0.454,83.455,"0"
"836","Taylor Swift","mad woman",0.7,0.593,0.7,3,-9.016,1,0.0492,0.67,6.77e-06,0.116,0.451,141.898,"0"
"837","Taylor Swift","epiphany",0.254,0.317,0.254,1,-13.679,1,0.0286,0.727,0.000326,0.0867,0.103,93.933,"0"
"838","Taylor Swift","betty",0.376,0.595,0.376,0,-8.767,1,0.0256,0.589,0,0.0989,0.476,95.946,"0"
"839","Taylor Swift","peace",0.284,0.644,0.284,5,-12.879,1,0.0821,0.916,1.5e-05,0.0909,0.328,150.072,"0"
"840","Taylor Swift","hoax",0.178,0.676,0.178,8,-15.01,1,0.0394,0.964,7.9e-06,0.135,0.404,118.84,"0"
"841","Taylor Swift","the lakes - bonus track",0.258,0.313,0.258,2,-11.532,1,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,"0"
"842","Taylor Swift","the 1 - the long pond studio sessions",0.25,0.708,0.25,0,-10.731,1,0.0361,0.898,0.026,0.102,0.156,139.803,"0"
"843","Taylor Swift","cardigan - the long pond studio sessions",0.234,0.395,0.234,0,-9.704,0,0.0382,0.88,0,0.107,0.247,86.478,"0"
"844","Taylor Swift","the last great american dynasty - the long pond studio sessions",0.618,0.64,0.618,7,-11.715,1,0.0379,0.743,0.004,0.0574,0.614,147.948,"0"
"845","Taylor Swift","exile (feat. Bon Iver) - the long pond studio sessions",0.305,0.359,0.305,6,-10.295,1,0.0306,0.848,6.74e-05,0.111,0.108,151.956,"0"
"846","Taylor Swift","my tears ricochet - the long pond studio sessions",0.172,0.531,0.172,0,-12.34,1,0.0351,0.946,1.01e-05,0.0615,0.168,129.007,"0"
"847","Taylor Swift","mirrorball - the long pond studio sessions",0.386,0.509,0.386,2,-8.434,1,0.0272,0.78,3.45e-05,0.118,0.109,109.993,"0"
"848","Taylor Swift","seven - the long pond studio sessions",0.449,0.694,0.449,4,-11.49,1,0.0301,0.914,0.000126,0.1,0.363,94.963,"0"
"849","Taylor Swift","august - the long pond studio sessions",0.663,0.554,0.663,5,-8.961,1,0.0324,0.5,4.77e-05,0.791,0.545,89.977,"0"
"850","Taylor Swift","this is me trying - the long pond studio sessions",0.332,0.435,0.332,9,-11.611,1,0.031,0.928,0.000898,0.0867,0.157,68.097,"0"
"851","Taylor Swift","illicit affairs - the long pond studio sessions",0.235,0.489,0.235,10,-10.274,1,0.0356,0.883,0,0.113,0.435,117.699,"0"
"852","Taylor Swift","invisible string - the long pond studio sessions",0.282,0.59,0.282,7,-10.542,1,0.0281,0.942,4.85e-06,0.11,0.351,83.438,"0"
"853","Taylor Swift","mad woman - the long pond studio sessions",0.465,0.663,0.465,3,-10.463,1,0.0408,0.887,0.000168,0.109,0.346,141.834,"0"
