"","artist_name","track_name","energy","danceability","energy.1","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","jack"
"1498","Taylor Swift","Enchanted - Commentary",0.25,0.612,0.25,6,-15.43,1,0.945,0.755,0,0.157,0.627,51.351,"0"
"1499","Taylor Swift","Enchanted",0.624,0.464,0.624,8,-3.846,1,0.0292,0.0701,0.000477,0.158,0.195,163.9,"0"
"1500","Taylor Swift","Better Than Revenge - Commentary",0.317,0.706,0.317,1,-14.093,0,0.934,0.875,0,0.218,0.784,104.978,"0"
"1501","Taylor Swift","Better Than Revenge",0.918,0.517,0.918,11,-3.187,0,0.0912,0.0155,1.52e-05,0.263,0.595,145.87,"0"
"1502","Taylor Swift","Innocent - Commentary",0.232,0.678,0.232,9,-15.836,0,0.946,0.869,0,0.317,0.597,146.991,"0"
"1503","Taylor Swift","Innocent",0.595,0.561,0.595,1,-5.285,0,0.0259,0.178,0,0.121,0.159,134.032,"0"
"1504","Taylor Swift","Haunted - Commentary",0.283,0.669,0.283,7,-15.357,1,0.944,0.772,0,0.328,0.517,149.646,"0"
"1505","Taylor Swift","Haunted",0.946,0.441,0.946,5,-2.616,1,0.0582,0.0854,1.35e-06,0.0707,0.358,162.145,"0"
"1506","Taylor Swift","Last Kiss - Commentary",0.243,0.672,0.243,2,-15.832,1,0.944,0.804,0,0.28,0.588,84.599,"0"
"1507","Taylor Swift","Last Kiss",0.333,0.429,0.333,10,-9.499,1,0.0303,0.591,2.29e-05,0.0994,0.227,72.619,"0"
"1508","Taylor Swift","Long Live - Commentary",0.272,0.782,0.272,6,-14.986,1,0.939,0.712,0,0.226,0.681,74.299,"0"
"1509","Taylor Swift","Long Live",0.692,0.416,0.692,7,-4.289,1,0.0356,0.0442,0.000104,0.112,0.142,204.104,"0"
"1510","Taylor Swift","Mine - Instrumental With Background Vocals",0.701,0.6,0.701,7,-5.72,1,0.0334,3.52e-05,0.72,0.0848,0.631,121.053,"0"
"1511","Taylor Swift","Sparks Fly - Instrumental With Background Vocals",0.726,0.599,0.726,2,-5.266,0,0.0295,0.000535,0.696,0.213,0.357,114.985,"0"
"1512","Taylor Swift","Back To December - Instrumental With Background Vocals",0.636,0.524,0.636,2,-7.37,1,0.0264,0.00385,0.29,0.161,0.316,141.967,"0"
"1513","Taylor Swift","Speak Now - Instrumental With Background Vocals",0.546,0.656,0.546,7,-6.233,1,0.046,0.00137,0.889,0.0813,0.535,118.984,"0"
"1514","Taylor Swift","Dear John - Instrumental With Background Vocals",0.404,0.597,0.404,4,-8.602,1,0.0307,0.12,0.539,0.143,0.144,119.52,"0"
"1515","Taylor Swift","Mean - Instrumental With Background Vocals",0.707,0.591,0.707,4,-6.267,1,0.0407,0.225,0.012,0.146,0.61,163.985,"0"
"1516","Taylor Swift","The Story Of Us - Instrumental With Background Vocals",0.814,0.489,0.814,4,-5.314,1,0.0338,3.35e-05,0.806,0.0566,0.678,140.017,"0"
"1517","Taylor Swift","Never Grow Up - Instrumental With Background Vocals",0.277,0.644,0.277,2,-14.132,1,0.0429,0.842,0.559,0.123,0.386,125.018,"0"
"1518","Taylor Swift","Enchanted - Instrumental With Background Vocals",0.551,0.524,0.551,8,-6.141,1,0.0291,0.00282,0.857,0.149,0.0926,164.064,"0"
"1519","Taylor Swift","Better Than Revenge - Instrumental With Background Vocals",0.894,0.533,0.894,11,-4.91,0,0.0624,0.000178,0.739,0.285,0.413,146.044,"0"
"1520","Taylor Swift","Innocent - Instrumental With Background Vocals",0.593,0.561,0.593,1,-7.862,0,0.0261,0.0931,0.436,0.111,0.181,134.008,"0"
"1521","Taylor Swift","Haunted - Instrumental With Background Vocals",0.919,0.446,0.919,5,-5.858,1,0.0393,0.000523,0.842,0.0558,0.428,161.983,"0"
"1522","Taylor Swift","Last Kiss - Instrumental With Background Vocals",0.285,0.59,0.285,10,-11.486,1,0.0243,0.514,0.762,0.106,0.173,159.138,"0"
"1523","Taylor Swift","Long Live - Instrumental With Background Vocals",0.639,0.598,0.639,7,-6.214,1,0.0274,0.00131,0.737,0.102,0.095,102.015,"0"
"1524","Taylor Swift","Mine - Instrumental With Background Vocals",0.657,0.579,0.657,7,-6.779,1,0.0347,3.33e-05,0.637,0.129,0.62,121.045,"0"
"1525","Taylor Swift","Sparks Fly - Instrumental With Background Vocals",0.687,0.6,0.687,2,-6.312,0,0.029,0.000485,0.703,0.156,0.37,114.987,"0"
"1526","Taylor Swift","Back To December - Instrumental With Background Vocals",0.609,0.518,0.609,2,-8.454,1,0.0266,0.00387,0.268,0.166,0.31,141.971,"0"
"1527","Taylor Swift","Speak Now - Instrumental With Background Vocals",0.505,0.662,0.505,7,-7.218,1,0.0468,0.00133,0.91,0.115,0.56,118.981,"0"
"1528","Taylor Swift","Dear John - Instrumental With Background Vocals",0.374,0.601,0.374,4,-9.625,1,0.0311,0.107,0.451,0.107,0.133,119.512,"0"
"1529","Taylor Swift","Mean - Instrumental With Background Vocals",0.665,0.587,0.665,4,-7.383,1,0.0405,0.219,0.0268,0.123,0.62,163.973,"0"
"1530","Taylor Swift","The Story Of Us - Instrumental With Background Vocals",0.797,0.496,0.797,4,-6.419,1,0.0341,3.34e-05,0.825,0.0538,0.646,140.012,"0"
"1531","Taylor Swift","Never Grow Up - Instrumental With Background Vocals",0.265,0.643,0.265,2,-15.172,1,0.0433,0.857,0.556,0.222,0.39,124.995,"0"
"1532","Taylor Swift","Enchanted - Instrumental With Background Vocals",0.523,0.57,0.523,8,-7.225,1,0.0274,0.00378,0.855,0.15,0.0921,82.003,"0"
"1533","Taylor Swift","Better Than Revenge - Instrumental With Background Vocals",0.872,0.527,0.872,11,-5.994,0,0.0614,0.000224,0.746,0.491,0.425,146.023,"0"
"1534","Taylor Swift","Innocent - Instrumental With Background Vocals",0.564,0.562,0.564,1,-8.999,0,0.0267,0.0866,0.616,0.129,0.21,134.024,"0"
"1535","Taylor Swift","Haunted - Instrumental With Background Vocals",0.904,0.446,0.904,5,-6.905,1,0.0375,0.000432,0.831,0.0685,0.41,162.185,"0"
"1536","Taylor Swift","Last Kiss - Instrumental With Background Vocals",0.261,0.587,0.261,10,-12.548,1,0.0251,0.504,0.618,0.101,0.156,159.012,"0"
"1537","Taylor Swift","Long Live - Instrumental With Background Vocals",0.61,0.592,0.61,7,-7.271,1,0.0277,0.00134,0.711,0.0702,0.0876,102.016,"0"
"1538","Taylor Swift","Mine",0.757,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,"0"
"1539","Taylor Swift","Sparks Fly",0.787,0.605,0.787,5,-3.002,1,0.0308,0.0396,1.42e-06,0.163,0.374,114.987,"0"
"1540","Taylor Swift","Back To December",0.67,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,"0"
"1541","Taylor Swift","Speak Now",0.599,0.709,0.599,7,-3.734,1,0.0304,0.095,0,0.0973,0.735,118.975,"0"
"1542","Taylor Swift","Dear John",0.47,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,"0"
"1543","Taylor Swift","Mean",0.761,0.568,0.761,4,-3.987,1,0.0459,0.452,0,0.217,0.789,163.974,"0"
"1544","Taylor Swift","The Story Of Us",0.818,0.543,0.818,4,-3.611,1,0.0398,0.00478,0.000368,0.0357,0.683,139.898,"0"
"1545","Taylor Swift","Never Grow Up",0.305,0.714,0.305,2,-8.837,1,0.0305,0.819,0,0.174,0.554,124.91,"0"
"1546","Taylor Swift","Enchanted",0.623,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,"0"
"1547","Taylor Swift","Better Than Revenge",0.917,0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,"0"
"1548","Taylor Swift","Innocent",0.608,0.552,0.608,1,-5.29,0,0.0259,0.186,0,0.125,0.17,134.05,"0"
"1549","Taylor Swift","Haunted",0.95,0.436,0.95,5,-2.627,1,0.057,0.0826,1.08e-06,0.149,0.352,162.088,"0"
"1550","Taylor Swift","Last Kiss",0.341,0.371,0.341,10,-9.475,1,0.0319,0.57,3.09e-05,0.101,0.196,89.038,"0"
"1551","Taylor Swift","Long Live",0.68,0.418,0.68,7,-4.3,1,0.0347,0.036,7.59e-05,0.114,0.142,204.12,"0"
"1552","Taylor Swift","Ours",0.569,0.608,0.569,0,-7.227,1,0.0284,0.537,0,0.097,0.238,159.845,"0"
"1553","Taylor Swift","If This Was A Movie",0.719,0.511,0.719,4,-3.457,1,0.0265,0.166,4.54e-06,0.34,0.289,147.852,"0"
"1554","Taylor Swift","Superman",0.765,0.582,0.765,7,-3.648,1,0.0324,0.0268,1.95e-06,0.103,0.559,131.982,"0"
"1555","Taylor Swift","Back To December - Acoustic",0.453,0.541,0.453,2,-6.459,1,0.0266,0.748,0,0.2,0.377,141.757,"0"
"1556","Taylor Swift","Haunted - Acoustic Version",0.443,0.563,0.443,5,-5.078,1,0.0247,0.842,0,0.293,0.313,80.962,"0"
"1557","Taylor Swift","Mine - POP Mix",0.723,0.695,0.723,7,-3.806,1,0.0285,0.00727,1.2e-06,0.1,0.679,121.011,"0"
"1558","Taylor Swift","Mine",0.78,0.621,0.78,7,-2.934,1,0.0297,0.00327,4.55e-06,0.184,0.672,121.038,"0"
"1559","Taylor Swift","Sparks Fly",0.785,0.608,0.785,5,-2.976,1,0.0311,0.0387,0,0.158,0.376,114.985,"0"
"1560","Taylor Swift","Back To December",0.676,0.525,0.676,2,-4.684,1,0.0294,0.113,0,0.294,0.281,141.95,"0"
"1561","Taylor Swift","Speak Now",0.601,0.708,0.601,7,-3.75,1,0.0306,0.101,0,0.0979,0.742,118.962,"0"
"1562","Taylor Swift","Dear John",0.468,0.583,0.468,4,-5.378,1,0.0278,0.183,1.65e-06,0.111,0.126,119.375,"0"
"1563","Taylor Swift","Mean",0.747,0.57,0.747,4,-3.978,1,0.0426,0.445,0,0.219,0.808,164.004,"0"
"1564","Taylor Swift","The Story Of Us",0.809,0.546,0.809,4,-3.621,1,0.041,0.00487,0.000372,0.0437,0.649,139.91,"0"
"1565","Taylor Swift","Never Grow Up",0.308,0.715,0.308,2,-8.829,1,0.0305,0.829,0,0.16,0.547,124.899,"0"
"1566","Taylor Swift","Enchanted",0.618,0.535,0.618,8,-3.913,1,0.0273,0.0716,0.000388,0.169,0.228,81.975,"0"
"1567","Taylor Swift","Better Than Revenge",0.917,0.519,0.917,11,-3.185,0,0.0887,0.0167,2.06e-05,0.359,0.652,145.882,"0"
"1568","Taylor Swift","Innocent",0.604,0.553,0.604,1,-5.295,0,0.0258,0.202,0,0.125,0.186,133.989,"0"
"1569","Taylor Swift","Haunted",0.944,0.434,0.944,5,-2.641,1,0.0581,0.0769,0,0.151,0.361,162.02,"0"
"1570","Taylor Swift","Last Kiss",0.329,0.359,0.329,10,-9.531,1,0.0293,0.581,3.75e-05,0.0979,0.208,84.358,"0"
"1571","Taylor Swift","Long Live",0.682,0.412,0.682,7,-4.319,1,0.0339,0.0426,7.47e-05,0.106,0.146,203.959,"0"
"1572","Taylor Swift","Mine - POP Mix",0.768,0.696,0.768,7,-3.863,1,0.0308,0.00461,1.21e-06,0.101,0.692,121.05,"0"
"1573","Taylor Swift","Sparks Fly",0.785,0.608,0.785,5,-2.976,1,0.0311,0.0387,0,0.158,0.376,114.985,"0"
"1574","Taylor Swift","Back To December",0.606,0.517,0.606,2,-5.797,1,0.0289,0.0202,0,0.324,0.296,141.929,"0"
"1575","Taylor Swift","Speak Now",0.601,0.708,0.601,7,-3.75,1,0.0306,0.101,0,0.0979,0.742,118.962,"0"
"1576","Taylor Swift","Dear John",0.468,0.583,0.468,4,-5.378,1,0.0278,0.183,1.65e-06,0.111,0.126,119.375,"0"
"1577","Taylor Swift","Mean",0.747,0.57,0.747,4,-3.978,1,0.0426,0.445,0,0.219,0.808,164.004,"0"
"1578","Taylor Swift","The Story Of Us",0.855,0.575,0.855,9,-4.827,1,0.0467,0.000315,0.00161,0.0419,0.84,139.92,"0"
"1579","Taylor Swift","Never Grow Up",0.308,0.715,0.308,2,-8.829,1,0.0305,0.829,0,0.16,0.547,124.899,"0"
"1580","Taylor Swift","Enchanted",0.618,0.535,0.618,8,-3.913,1,0.0273,0.0716,0.000388,0.169,0.228,81.975,"0"
"1581","Taylor Swift","Better Than Revenge",0.917,0.519,0.917,11,-3.185,0,0.0887,0.0167,2.06e-05,0.359,0.652,145.882,"0"
"1582","Taylor Swift","Innocent",0.604,0.553,0.604,1,-5.295,0,0.0258,0.202,0,0.125,0.186,133.989,"0"
"1583","Taylor Swift","Haunted",0.944,0.434,0.944,5,-2.641,1,0.0581,0.0769,0,0.151,0.361,162.02,"0"
"1584","Taylor Swift","Last Kiss",0.329,0.359,0.329,10,-9.531,1,0.0293,0.581,3.75e-05,0.0979,0.208,84.358,"0"
"1585","Taylor Swift","Long Live",0.682,0.412,0.682,7,-4.319,1,0.0339,0.0426,7.47e-05,0.106,0.146,203.959,"0"
"1586","Taylor Swift","Ours",0.556,0.61,0.556,0,-7.369,1,0.0285,0.505,0,0.0851,0.192,159.838,"0"
"1587","Taylor Swift","If This Was A Movie",0.724,0.515,0.724,4,-3.498,1,0.0267,0.154,4.05e-06,0.269,0.257,147.788,"0"
"1588","Taylor Swift","Superman",0.817,0.582,0.817,7,-3.718,1,0.0337,0.0187,1.94e-06,0.101,0.547,131.983,"0"
"1589","Taylor Swift","Back To December - Acoustic",0.451,0.541,0.451,2,-6.522,1,0.027,0.731,0,0.197,0.333,141.713,"0"
"1590","Taylor Swift","Haunted - Acoustic Version",0.462,0.574,0.462,5,-5.124,1,0.0252,0.841,0,0.28,0.314,80.858,"0"
"1591","Taylor Swift","Mine",0.78,0.621,0.78,7,-2.934,1,0.0297,0.00327,4.55e-06,0.184,0.672,121.038,"0"
"1592","Taylor Swift","Back To December",0.676,0.525,0.676,2,-4.684,1,0.0294,0.113,0,0.294,0.281,141.95,"0"
"1593","Taylor Swift","The Story Of Us",0.809,0.546,0.809,4,-3.621,1,0.041,0.00487,0.000372,0.0437,0.649,139.91,"0"
"1594","Taylor Swift","Fearless",0.705,0.598,0.705,5,-4.394,1,0.0275,0.037,0,0.304,0.433,100.019,"0"
"1595","Taylor Swift","Fifteen",0.636,0.56,0.636,7,-4.453,1,0.0262,0.0602,0,0.148,0.209,95.431,"0"
"1596","Taylor Swift","Love Story",0.637,0.622,0.637,2,-5.401,1,0.0289,0.021,0.000144,0.189,0.291,119.054,"0"
"1597","Taylor Swift","Hey Stephen",0.555,0.843,0.555,6,-7.359,1,0.0316,0.177,1.34e-06,0.0977,0.815,116.001,"0"
"1598","Taylor Swift","White Horse",0.349,0.578,0.349,0,-8.025,1,0.0257,0.318,0,0.1,0.247,92.354,"0"
"1599","Taylor Swift","You Belong With Me",0.765,0.688,0.765,6,-4.451,1,0.0387,0.16,1.78e-05,0.103,0.431,129.967,"0"
"1600","Taylor Swift","Breathe",0.479,0.491,0.479,1,-7.396,1,0.0269,0.395,0,0.122,0.16,148.305,"0"
"1601","Taylor Swift","Tell Me Why",0.85,0.606,0.85,7,-3.057,1,0.038,0.0689,2.96e-06,0.363,0.512,99.978,"0"
"1602","Taylor Swift","You're Not Sorry",0.456,0.467,0.456,6,-4.155,1,0.0271,0.158,0,0.111,0.252,134.059,"0"
"1603","Taylor Swift","The Way I Loved You",0.723,0.433,0.723,5,-3.751,1,0.0352,0.0345,0,0.125,0.406,160.92,"0"
"1604","Taylor Swift","Forever & Always",0.826,0.607,0.826,10,-4.989,1,0.0584,0.0767,0,0.104,0.501,128.048,"0"
"1605","Taylor Swift","The Best Day",0.447,0.667,0.447,1,-8.572,1,0.0285,0.637,4.65e-06,0.138,0.36,126.189,"0"
"1606","Taylor Swift","Change",0.768,0.536,0.768,5,-4.157,1,0.0361,0.00454,0,0.106,0.237,95.996,"0"
"1607","Taylor Swift","Our Song",0.7,0.504,0.7,2,-4.826,1,0.0326,0.00623,1.24e-06,0.342,0.63,177.822,"0"
"1608","Taylor Swift","Teardrops On My Guitar",0.547,0.513,0.547,10,-6.289,1,0.0257,0.017,0.00637,0.117,0.154,99.942,"0"
"1609","Taylor Swift","Should've Said No",0.762,0.4,0.762,4,-4.411,0,0.039,0.00588,9.59e-05,0.277,0.437,168.137,"0"
"1610","Taylor Swift","Beautiful Eyes",0.7,0.529,0.7,3,-3.303,1,0.026,0.383,0,0.0967,0.372,96.019,"0"
"1611","Taylor Swift","Picture To Burn - Radio Edit",0.859,0.661,0.859,7,-2.445,1,0.0315,0.0803,0,0.0926,0.802,105.583,"0"
"1612","Taylor Swift","I'm Only Me When I'm With You",0.935,0.557,0.935,8,-3.694,1,0.0675,0.00498,0.000611,0.101,0.543,143.997,"0"
"1613","Taylor Swift","I Heart ?",0.818,0.706,0.818,7,-3.335,1,0.0267,0.0472,0,0.327,0.64,105.995,"0"
"1614","Taylor Swift","Fearless",0.699,0.403,0.699,5,-4.412,1,0.0352,0.0393,0,0.303,0.448,200.056,"0"
"1615","Taylor Swift","Fifteen",0.634,0.558,0.634,7,-4.437,1,0.0267,0.0665,0,0.145,0.208,95.349,"0"
"1616","Taylor Swift","Love Story",0.637,0.618,0.637,2,-5.412,1,0.0289,0.0198,7.99e-05,0.169,0.269,119.056,"0"
"1617","Taylor Swift","Hey Stephen",0.543,0.841,0.543,6,-7.338,1,0.0315,0.181,2.24e-06,0.0903,0.827,115.994,"0"
"1618","Taylor Swift","White Horse",0.334,0.582,0.334,0,-8.035,1,0.026,0.272,0,0.102,0.231,92.71,"0"
"1619","Taylor Swift","You Belong With Me",0.774,0.69,0.774,6,-4.467,1,0.039,0.17,1.64e-05,0.102,0.414,129.98,"0"
"1620","Taylor Swift","Breathe",0.476,0.487,0.476,1,-7.385,1,0.0279,0.388,0,0.135,0.156,147.913,"0"
"1621","Taylor Swift","Tell Me Why",0.854,0.607,0.854,7,-3.079,1,0.0386,0.0667,2.75e-06,0.356,0.492,99.989,"0"
"1622","Taylor Swift","You're Not Sorry",0.46,0.469,0.46,6,-4.098,1,0.0273,0.141,1.39e-06,0.113,0.302,133.956,"0"
"1623","Taylor Swift","The Way I Loved You",0.719,0.434,0.719,5,-3.715,1,0.0331,0.0393,0,0.113,0.419,160.92,"0"
"1624","Taylor Swift","Forever & Always",0.811,0.603,0.811,10,-4.98,1,0.0532,0.0883,0,0.101,0.529,128.007,"0"
"1625","Taylor Swift","The Best Day",0.448,0.668,0.448,1,-8.566,1,0.0286,0.639,4.06e-06,0.14,0.383,126.074,"0"
"1626","Taylor Swift","Change",0.763,0.547,0.763,5,-4.206,1,0.0375,0.00418,0,0.107,0.231,96.018,"0"
"1627","Taylor Swift","Our Song",0.691,0.522,0.691,2,-4.825,1,0.0307,0.00609,0,0.249,0.651,177.865,"0"
"1628","Taylor Swift","Teardrops On My Guitar",0.554,0.514,0.554,10,-6.338,1,0.0258,0.0174,0.00572,0.118,0.171,99.947,"0"
"1629","Taylor Swift","Should've Said No",0.758,0.405,0.758,4,-4.385,0,0.0376,0.00585,0.00029,0.246,0.444,168.077,"0"
"1630","Taylor Swift","Love Story - J Stax Radio Mix",0.827,0.696,0.827,9,-6.464,1,0.0313,0.00664,0.0031,0.297,0.324,127.997,"0"
"1631","Taylor Swift","Fearless",0.705,0.593,0.705,5,-4.43,1,0.0269,0.0449,0,0.309,0.472,100.11,"0"
"1632","Taylor Swift","Fifteen",0.648,0.555,0.648,7,-4.419,1,0.027,0.072,0,0.143,0.207,95.431,"0"
"1633","Taylor Swift","Love Story",0.639,0.62,0.639,2,-5.398,1,0.0285,0.0186,0.00011,0.206,0.34,119.055,"0"
"1634","Taylor Swift","Hey Stephen",0.543,0.843,0.543,6,-7.364,1,0.0317,0.174,3.87e-06,0.0968,0.826,116,"0"
"1635","Taylor Swift","White Horse",0.342,0.587,0.342,0,-8.034,1,0.0257,0.298,0,0.106,0.212,92.71,"0"
"1636","Taylor Swift","You Belong With Me",0.775,0.688,0.775,6,-4.436,1,0.0381,0.151,1.98e-05,0.104,0.469,129.969,"0"
"1637","Taylor Swift","Breathe",0.472,0.488,0.472,1,-7.39,1,0.0275,0.389,0,0.125,0.163,147.926,"0"
"1638","Taylor Swift","Tell Me Why",0.848,0.606,0.848,7,-3.058,1,0.0374,0.0611,1.99e-06,0.374,0.476,99.999,"0"
"1639","Taylor Swift","You're Not Sorry",0.458,0.471,0.458,6,-4.137,1,0.027,0.145,2.39e-06,0.108,0.309,133.96,"0"
"1640","Taylor Swift","The Way I Loved You",0.723,0.434,0.723,5,-3.748,1,0.0335,0.0315,0,0.125,0.412,160.872,"0"
"1641","Taylor Swift","Forever & Always",0.816,0.604,0.816,10,-5.002,1,0.0537,0.0788,0,0.164,0.55,128,"0"
"1642","Taylor Swift","The Best Day",0.44,0.671,0.44,1,-8.561,1,0.0287,0.648,3.04e-06,0.141,0.368,126.059,"0"
"1643","Taylor Swift","Change",0.747,0.545,0.747,5,-4.231,1,0.037,0.00465,0,0.115,0.214,96.017,"0"
"1644","Taylor Swift","Our Song - International Mix",0.696,0.516,0.696,2,-4.833,1,0.0301,0.00739,1.11e-06,0.354,0.664,177.936,"0"
"1645","Taylor Swift","Teardrops On My Guitar - International Mix",0.557,0.514,0.557,10,-6.307,1,0.0264,0.0178,0.00755,0.114,0.152,99.974,"0"
"1646","Taylor Swift","Should've Said No - International Mix",0.761,0.398,0.761,4,-4.382,0,0.0377,0.00505,0.000437,0.234,0.454,168.092,"0"
"1647","Taylor Swift","Fearless",0.712,0.594,0.712,5,-4.418,1,0.0273,0.04,0,0.309,0.476,99.972,"0"
"1648","Taylor Swift","Fifteen",0.651,0.556,0.651,7,-4.396,1,0.0266,0.067,0,0.145,0.203,95.485,"0"
"1649","Taylor Swift","Love Story",0.741,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,"0"
"1650","Taylor Swift","Hey Stephen",0.544,0.841,0.544,6,-7.347,1,0.0309,0.194,2.48e-06,0.108,0.831,115.994,"0"
"1651","Taylor Swift","White Horse",0.34,0.578,0.34,0,-8.027,1,0.0264,0.305,0,0.104,0.223,92.702,"0"
"1652","Taylor Swift","You Belong With Me",0.783,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,"0"
"1653","Taylor Swift","Breathe",0.482,0.505,0.482,1,-7.372,1,0.0276,0.379,0,0.113,0.184,73.975,"0"
"1654","Taylor Swift","Tell Me Why",0.855,0.604,0.855,7,-3.097,1,0.038,0.0571,3.65e-06,0.343,0.51,99.96,"0"
"1655","Taylor Swift","You're Not Sorry",0.452,0.475,0.452,6,-4.134,1,0.027,0.146,1.36e-06,0.108,0.276,133.959,"0"
"1656","Taylor Swift","The Way I Loved You",0.7,0.433,0.7,5,-3.709,1,0.0336,0.0408,0,0.115,0.398,160.927,"0"
"1657","Taylor Swift","Forever & Always",0.821,0.608,0.821,10,-4.985,1,0.0576,0.0752,0,0.11,0.544,128.042,"0"
"1658","Taylor Swift","The Best Day",0.434,0.666,0.434,1,-8.543,1,0.0289,0.647,1.95e-06,0.124,0.396,126.084,"0"
"1659","Taylor Swift","Change",0.77,0.541,0.77,5,-4.17,1,0.0354,0.00408,0,0.117,0.215,96.013,"0"
"1660","Taylor Swift","Fearless - Commentary",0.275,0.715,0.275,9,-12.397,0,0.93,0.787,0,0.2,0.655,108.767,"0"
"1661","Taylor Swift","Fearless",0.709,0.596,0.709,5,-4.373,1,0.0275,0.04,0,0.304,0.474,100.028,"0"
"1662","Taylor Swift","Fifteen - Commentary",0.178,0.787,0.178,10,-15.183,0,0.93,0.791,0,0.142,0.773,61.867,"0"
"1663","Taylor Swift","Fifteen",0.64,0.55,0.64,7,-4.448,1,0.0266,0.0687,0,0.131,0.197,95.487,"0"
"1664","Taylor Swift","Love Story - Commentary",0.26,0.715,0.26,1,-12.643,1,0.922,0.81,0,0.179,0.594,90.743,"0"
"1665","Taylor Swift","Love Story",0.741,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,"0"
"1666","Taylor Swift","Hey Stephen - Commentary",0.28,0.806,0.28,8,-12.117,1,0.881,0.881,0,0.179,0.623,47.607,"0"
"1667","Taylor Swift","Hey Stephen",0.556,0.841,0.556,6,-7.35,1,0.0319,0.167,3.6e-06,0.0966,0.809,116.01,"0"
"1668","Taylor Swift","White Horse - Commentary",0.237,0.778,0.237,4,-12.989,1,0.931,0.796,0,0.147,0.832,103.247,"0"
"1669","Taylor Swift","White Horse",0.357,0.58,0.357,0,-8.082,1,0.027,0.324,0,0.101,0.212,92.598,"0"
"1670","Taylor Swift","You Belong With Me - Commentary",0.263,0.792,0.263,8,-12.043,1,0.938,0.795,0,0.161,0.728,126.254,"0"
"1671","Taylor Swift","You Belong With Me",0.745,0.687,0.745,6,-4.432,1,0.0379,0.178,1.59e-05,0.111,0.435,129.966,"0"
"1672","Taylor Swift","Breathe - Commentary",0.202,0.796,0.202,1,-14.718,1,0.895,0.873,0,0.17,0.739,99.358,"0"
"1673","Taylor Swift","Breathe",0.475,0.491,0.475,1,-7.405,1,0.0268,0.37,0,0.118,0.174,147.988,"0"
"1674","Taylor Swift","Tell Me Why - Commentary",0.267,0.689,0.267,9,-12.169,0,0.928,0.64,0,0.356,0.807,99.948,"0"
"1675","Taylor Swift","Tell Me Why",0.851,0.604,0.851,7,-3.08,1,0.0394,0.0697,1.69e-06,0.358,0.488,100.007,"0"
"1676","Taylor Swift","You're Not Sorry - Commentary",0.27,0.746,0.27,8,-13.099,0,0.918,0.783,0,0.147,0.668,62.327,"0"
"1677","Taylor Swift","You're Not Sorry",0.449,0.469,0.449,6,-4.152,1,0.0274,0.153,4.67e-06,0.112,0.285,133.939,"0"
"1678","Taylor Swift","The Way I Loved You - Commentary",0.25,0.823,0.25,8,-12.734,0,0.937,0.873,0,0.167,0.767,111.601,"0"
"1679","Taylor Swift","The Way I Loved You",0.727,0.444,0.727,5,-3.682,1,0.033,0.0339,0,0.111,0.41,160.989,"0"
"1680","Taylor Swift","Forever & Always - Commentary",0.251,0.702,0.251,8,-13.557,1,0.939,0.857,0,0.193,0.715,67.722,"0"
"1681","Taylor Swift","Forever & Always",0.826,0.606,0.826,10,-4.974,1,0.0557,0.0799,0,0.189,0.486,128.052,"0"
"1682","Taylor Swift","The Best Day - Commentary",0.304,0.643,0.304,3,-12.174,1,0.905,0.773,0,0.4,0.697,84.469,"0"
"1683","Taylor Swift","The Best Day",0.449,0.666,0.449,1,-8.569,1,0.029,0.622,1.92e-06,0.149,0.345,126.083,"0"
"1684","Taylor Swift","Change - Commentary",0.334,0.772,0.334,10,-11.779,0,0.865,0.625,0,0.372,0.54,78.855,"0"
"1685","Taylor Swift","Change",0.757,0.541,0.757,5,-4.212,1,0.0386,0.00434,0,0.112,0.207,96,"0"
"1686","Taylor Swift","Fearless - Instrumental with BGV",0.671,0.536,0.671,5,-5.934,1,0.0263,0.00224,0.858,0.133,0.373,100.055,"0"
"1687","Taylor Swift","Fifteen - Instrumental with BGV",0.641,0.396,0.641,7,-8.717,1,0.0285,0.0046,0.296,0.127,0.243,191.014,"0"
"1688","Taylor Swift","Love Story - Instrumental with BGV",0.753,0.61,0.753,2,-5.869,1,0.0315,0.0189,0.487,0.108,0.172,119.036,"0"
"1689","Taylor Swift","Hey Stephen - Instrumental with BGV",0.571,0.755,0.571,6,-9.292,1,0.0538,0.00961,0.251,0.0675,0.965,116.038,"0"
"1690","Taylor Swift","White Horse - Instrumental with BGV",0.356,0.392,0.356,0,-11.235,1,0.0332,0.24,0.361,0.0991,0.239,185.714,"0"
