producer,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
kurstin,0.508,0.72,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983
kurstin,0.361,0.149,-12.066,1,0.0333,0.887,0,0.175,0.302,107.607
kurstin,0.588,0.073,-26.217,1,0.0646,0.994,0.971,0.111,0.453,111.168
kurstin,0.866,0.63,-4.816,0,0.0616,0.504,5.05e-4,0.328,0.359,117.924
kurstin,0.77,0.654,-6.108,1,0.0361,0.053900000000000003,4.7e-4,0.0819,0.685,114.82
kurstin,0.608,0.768,-9.911,1,0.0364,0.101,1.41e-6,0.0942,0.748,132.699
kurstin,0.731,0.533,-7.317,0,0.363,0.129,1.03e-5,0.124,0.198,72.926
kurstin,0.577,0.811,-5.123,1,0.075,0.0394,0,0.11,0.666,92.002
kurstin,0.566,0.846,-6.904,0,0.035,5.64e-4,7.95e-4,0.121,0.86,160.02
kurstin,0.591,0.585,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94
kurstin,0.521,0.673,-8.685,1,0.0284,0.00573,0,0.12,0.543,108.031
kurstin,0.626,0.55,-5.105,0,0.029,0.051,0,0.118,0.123,133.976
kurstin,0.49,0.806,-4.867,0,0.0387,0.0283,0,0.0657,0.547,148.021
kurstin,0.639,0.734,-3.953,1,0.0331,0.0228,0,0.126,0.638,108.01
kurstin,0.719,0.469,-8.792,1,0.0533,0.0329,0,0.169,0.0851,120.085
kurstin,0.494,0.946,-2.757,1,0.0637,0.00129,0,0.398,0.741,103.408
kurstin,0.71,0.648,-5.955,1,0.0373,0.296,0,0.117,0.468,102.111
kurstin,0.617,0.759,-6.785,0,0.0678,0.0026,0,0.419,0.324,122.924
kurstin,0.851,0.815,-8.19,1,0.0646,0.0658,0.883,0.0601,0.432,118.025
kurstin,0.508,0.43,-9.475,0,0.0335,0.83,4.41e-4,0.093,0.324,130.09
kurstin,0.467,0.391,-13.533,1,0.0624,0.92,0.931,0.102,0.148,75.009
kurstin,0.307,0.606,-5.567,0,0.0347,0.0927,0,0.357,0.11,78.828
kurstin,0.379,0.569,-5.193,1,0.029,0.112,3.19e-6,0.166,0.23,170.219
kurstin,0.619,0.808,-7.776,0,0.0634,0.0301,0,0.101,0.324,113.008
kurstin,0.41,0.942,-4.056,1,0.0604,8.82e-5,0.11,0.0919,0.437,131.895
kurstin,0.652,0.864,-4.108,1,0.0325,0.00138,0.0433,0.0371,0.38,122.026
kurstin,0.222,0.807,-4.738,1,0.045,6.96e-4,0.00844,0.0801,0.106,136.344
kurstin,0.535,0.972,-4.428,1,0.0844,0.00131,4.71e-4,0.0788,0.436,124.971
kurstin,0.506,0.946,-4.173,1,0.0652,2.21e-5,0.00226,0.0528,0.651,91.111
kurstin,0.626,0.982,-5.768,0,0.0736,2.82e-4,0.0611,0.0524,0.835,134.989
kurstin,0.53,0.759,-7.067,1,0.0351,0.00984,0,0.319,0.502,131.999
kurstin,0.648,0.791,-5.295,0,0.038,2.16e-4,0.00195,0.0208,0.72,115.978
kurstin,0.585,0.937,-3.543,1,0.0707,2.47e-4,0.0662,0.232,0.6,133.049
kurstin,0.62,0.532,-7.297,1,0.023,0.0392,0.0245,0.112,0.369,143.993
kurstin,0.502,0.977,-3.563,1,0.0581,0.00121,0,0.129,0.388,139.995
kurstin,0.187,0.0123,-37.903,1,0.0677,0.992,0.694,0.0906,0.0752,133.385
kurstin,0.525,0.904,-5.488,1,0.0532,0.00257,6.48e-4,0.12,0.803,151.988
kurstin,0.637,0.864,-4.381,1,0.0468,0.484,0,0.222,0.706,99.995
kurstin,0.586,0.54,-6.623,0,0.0338,0.585,0,0.136,0.966,147.813
kurstin,0.593,0.629,-4.85,1,0.0285,0.0423,0,0.143,0.444,171.997
kurstin,0.43,0.262,-7.605,0,0.0315,0.78,0,0.111,0.244,105.822
kurstin,0.303,0.812,-4.95,0,0.0557,0.0115,0,0.371,0.168,139.052
kurstin,0.435,0.481,-8.787,1,0.0327,0.871,0,0.136,0.38,77.398
kurstin,0.604,0.366,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981
kurstin,0.534,0.725,-3.906,1,0.046,0.091,0,0.0264,0.55,88.098
kurstin,0.339,0.492,-10.661,1,0.0559,0.829,0.00377,0.147,0.102,151.865
kurstin,0.756,0.713,-6.917,1,0.102,0.523,3.35e-6,0.248,0.59,125.064
kurstin,0.437,0.565,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389
kurstin,0.751,0.577,-6.731,0,0.0441,0.0816,0,0.114,0.942,116.94
kurstin,0.591,0.814,-4.986,1,0.0468,0.015,0,0.117,0.815,149.9
kurstin,0.413,0.375,-10.306,1,0.042,0.906,7.2e-6,0.167,0.26,81.969
kurstin,0.342,0.591,-5.115,1,0.0452,0.217,0,0.16,0.399,175.673
kurstin,0.623,0.727,-6.585,1,0.037,0.0721,3.18e-4,0.117,0.349,113.902
kurstin,0.269,0.41,-7.521,1,0.0321,0.405,2.21e-6,0.122,0.119,171.262
kurstin,0.589,0.614,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837
kurstin,0.541,0.632,-5.46,1,0.12,0.0847,9.38e-6,0.173,0.685,157.912
kurstin,0.616,0.573,-6.668,1,0.0305,0.455,0,0.127,0.472,143.911
kurstin,0.586,0.595,-7.851,1,0.127,0.459,0.00681,0.254,0.256,81.405
kurstin,0.628,0.517,-7.031,1,0.0596,0.45,1.27e-6,0.104,0.295,79.029
kurstin,0.474,0.299,-7.075,1,0.0384,0.848,0,0.112,0.253,126.309
kurstin,0.635,0.947,-3.618,0,0.109,0.00504,9.45e-6,0.045,0.588,100.996
kurstin,0.498,0.707,-6.901,0,0.066,0.00249,0.381,0.122,0.0962,74.972
kurstin,0.409,0.969,-2.423,0,0.0706,0.00435,1.24e-4,0.0602,0.5,166.02
kurstin,0.717,0.671,-5.077,0,0.0337,0.0018,2.54e-6,0.0921,0.699,110.054
kurstin,0.602,0.626,-5.323,0,0.0396,0.0129,9.02e-6,0.144,0.619,160.118
kurstin,0.663,0.374,-6.987,1,0.0367,0.54,0,0.101,0.351,106.967
kurstin,0.618,0.8,-5.584,1,0.087,0.268,0,0.227,0.632,166.069
kurstin,0.699,0.902,-5.015,1,0.0428,0.255,0.171,0.103,0.911,106.014
kurstin,0.42,0.541,-5.154,1,0.0273,0.62,9.01e-5,0.166,0.27,79.648
kurstin,0.653,0.519,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883
kurstin,0.586,0.893,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023
kurstin,0.591,0.804,-7.299,1,0.0454,0.327,5.98e-6,0.0818,0.658,111.457
kurstin,0.677,0.82,-5.72,1,0.0436,0.00235,0.0479,0.0955,0.652,133.979
kurstin,0.422,0.805,-4.787,1,0.0431,0.00568,5.33e-6,0.37,0.132,119.983
kurstin,0.659,0.901,-3.549,1,0.0359,0.0614,9.17e-5,0.182,0.776,106.997
kurstin,0.695,0.923,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014
kurstin,0.533,0.855,-4.747,1,0.0388,0.0018600000000000001,0.375,0.0567,0.464,75.011
kurstin,0.466,0.868,-3.442,1,0.136,0.017,0.00673,0.129,0.578,179.928
kurstin,0.47,0.485,-5.063,1,0.0301,0.941,0.00237,0.114,0.187,121.476
kurstin,0.549,0.458,-8.996,1,0.0311,0.0664,0,0.115,0.475,100.035
kurstin,0.674,0.317,-12.914,1,0.0403,0.892,0,0.151,0.601,90.516
kurstin,0.74,0.923,-5.082,1,0.0369,0.105,1.63e-4,0.0825,0.93,128.871
kurstin,0.319,0.288,-12.181,1,0.0332,0.188,4.56e-4,0.0928,0.0598,73.339
little,0.67,0.624,-7.68,1,0.0294,0.116,0.00366,0.131,0.407,129.987
little,0.715,0.683,-5.042,1,0.0476,0.0265,2.31e-5,0.209,0.471,119.159
little,0.854,0.563,-5.219,0,0.0305,0.78,3.91e-5,0.105,0.479,103.26
little,0.641,0.52,-7.742,0,0.0565,0.679,1.02e-5,0.119,0.567,132.039
little,0.426,0.284,-15.492,1,0.0616,0.406,0.00335,0.362,0.311,112.039
little,0.335,0.314,-11.155,1,0.0411,0.535,0.00517,0.295,0.0528,122.446
little,0.617,0.708,-7.146,0,0.0328,0.082,0,0.117,0.464,145.963
little,0.671,0.504,-9.942,1,0.042,0.0475,1.02e-6,0.0855,0.154,121.958
little,0.489,0.539,-9.885,0,0.0407,0.354,1.18e-4,0.122,0.12,145.917
little,0.363,0.498,-11.249,0,0.155,0.367,0.00213,0.638,0.251,75.885
little,0.637,0.177,-11.555,0,0.029,0.819,1.89e-5,0.107,0.333,99.992
little,0.554,0.638,-9.238,0,0.0561,0.131,0.0116,0.34,0.27,123.146
little,0.512,0.273,-11.762,0,0.0368,0.814,2.51e-5,0.0776,0.168,88.036
little,0.376,0.595,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361
little,0.91,0.749,-4.892,1,0.0316,0.236,0,0.1,0.931,105.506
little,0.574,0.447,-6.605,1,0.0284,0.126,6.84e-6,0.0631,0.462,80.009
little,0.475,0.873,-4.584,1,0.107,0.0659,0,0.355,0.362,181.901
little,0.665,0.607,-8.201,1,0.0356,0.703,4.08e-4,0.108,0.131,130.991
little,0.46,0.686,-6.278,1,0.0367,0.00939,1.04e-4,0.189,0.22,166.097
little,0.671,0.712,-5.675,0,0.0342,0.284,0,0.0721,0.422,104.014
little,0.351,0.412,-6.489,1,0.0301,0.797,0,0.0881,0.203,124.001
little,0.553,0.314,-8.19,0,0.0285,0.819,0,0.102,0.285,120.941
little,0.365,0.642,-5.707,1,0.0322,0.305,0.00443,0.0859,0.456,105.972
little,0.406,0.372,-6.536,1,0.0309,0.698,2.19e-4,0.145,0.26,122.788
little,0.478,0.545,-5.328,1,0.0295,0.125,0.00183,0.107,0.0706,120.134
little,0.668,0.789,-4.564,1,0.0879,0.0361,2.96e-4,0.25,0.394,122.988
little,0.763,0.788,-4.809,0,0.206,0.0223,3.23e-4,0.0623,0.8,74.997
little,0.705,0.809,-7.072,0,0.228,0.0154,4.51e-5,0.519,0.626,125.046
little,0.307,0.729,-8.682,0,0.0437,2.19e-4,0.76,0.803,0.385,146.723
little,0.611,0.947,-1.538,0,0.0558,0.0282,0,0.303,0.564,105.94
little,0.732,0.763,-6.732,1,0.0729,0.0273,0,0.33,0.709,98.011
little,0.47,0.64,-5.075,0,0.0725,0.00572,0,0.0937,0.264,169.876
little,0.783,0.836,-3.007,1,0.0604,0.0458,0.0502,0.0764,0.723,123.004
little,0.438,0.773,-5.839,0,0.0519,0.0348,3.49e-5,0.0905,0.381,143.981
little,0.595,0.847,-6.195,1,0.0502,0.00365,0,0.163,0.579,120.04
little,0.741,0.894,-5.648,1,0.069,0.076,4.89e-5,0.0835,0.297,111.969
little,0.773,0.867,-4.595,1,0.0603,0.145,3.33e-4,0.105,0.592,117.984
little,0.547,0.635,-5.569,1,0.137,0.0127,5.01e-6,0.0585,0.525,113.678
little,0.436,0.809,-6.423,1,0.053,0.0937,0.00289,0.179,0.761,159.596
little,0.743,0.88,-4.748,0,0.0509,0.0059,1.78e-6,0.053900000000000003,0.477,119.999
little,0.65,0.658,-5.698,0,0.113,0.331,0,0.108,0.863,152.496
little,0.676,0.707,-6.834,0,0.0304,0.17,0.00516,0.0889,0.804,145.061
little,0.397,0.835,-5.803,1,0.15,0.0237,0.00122,0.111,0.0911,127.884
little,0.619,0.95,-5.361,1,0.0571,0.024,0.176,0.0654,0.445,134.389
little,0.521,0.94,-3.702,0,0.0969,0.0414,0.00133,0.279,0.236,115.039
little,0.534,0.893,-4.92,1,0.0943,0.014,0.031,0.356,0.616,131.957
little,0.452,0.857,-4.243,1,0.0383,0.00566,8.21e-4,0.151,0.298,182.788
little,0.537,0.958,-3.269,0,0.104,0.0857,0,0.606,0.775,159.91
little,0.512,0.8,-5.584,1,0.0491,1.35e-4,0.823,0.0731,0.511,143.987
little,0.561,0.772,-3.962,1,0.0387,0.00191,2.18e-4,0.115,0.364,90.974
little,0.604,0.916,-4.526,0,0.0709,0.0299,4.15e-4,0.372,0.694,119.986
little,0.535,0.923,-4.052,1,0.0317,0.00505,0.0028,0.197,0.692,119.797
little,0.619,0.9,-4.352,1,0.156,0.0523,1.51e-5,0.117,0.445,113.991
little,0.656,0.656,-7.213,1,0.182,0.00969,0,0.113,0.421,130.085
little,0.604,0.828,-5.7,1,0.037,0.00617,0.00191,0.0935,0.22,130.024
little,0.735,0.485,-9.529,0,0.0353,8.37e-4,0.533,0.471,0.234,122.975
little,0.607,0.831,-5.195,0,0.0461,9.12e-5,7.14e-6,0.266,0.335,125.037
little,0.666,0.786,-5.715,1,0.0394,0.0532,0,0.0476,0.6,117.126
little,0.521,0.94,-3.702,0,0.0969,0.0414,0.00133,0.279,0.236,115.039
little,0.452,0.857,-4.243,1,0.0383,0.00566,8.21e-4,0.151,0.298,182.788
little,0.647,0.478,-8.837,1,0.0782,0.547,2.69e-5,0.156,0.333,135.877
little,0.697,0.705,-5.032,1,0.031,0.0094,6.61e-6,0.105,0.57,123.223
little,0.664,0.774,-6.321,1,0.0497,0.507,0,0.149,0.33,99.967
little,0.774,0.911,-3.99,1,0.224,0.0163,0,0.348,0.849,111.967
martin,0.504,0.219,-14.281,0,0.0297,0.959,0.102,0.39,0.208,76.174
martin,0.678,0.743,-5.113,0,0.447,0.101,0,0.0678,0.883,112.067
martin,0.495,0.583,-4.531,1,0.0249,0.374,0,0.0781,0.603,84.969
martin,0.793,0.843,-7.067,1,0.0399,0.0411,4.42e-4,0.117,0.907,104.034
martin,0.269,0.853,-4.647,0,0.0854,2.49e-4,2.46e-4,0.118,0.179,141.581
martin,0.533,0.376,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007
martin,0.897,0.729,-8.633,1,0.179,0.0686,0,0.332,0.751,100.038
martin,0.444,0.643,-4.521,1,0.145,0.319,0.0121,0.245,0.2,171.624
martin,0.698,0.932,-7.484,1,0.0503,0.0233,2.61e-4,0.399,0.836,150.02
martin,0.611,0.797,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041
martin,0.761,0.938,-5.915,0,0.0635,0.0417,3.53e-6,0.0393,0.734,97.995
martin,0.722,0.651,-3.931,1,0.126,0.13,0,0.219,0.405,127.801
martin,0.8,0.875,-4.952,0,0.0338,0.0615,2.79e-6,0.13,0.882,100.033
martin,0.637,0.299,-11.314,1,0.0366,0.742,0,0.359,0.364,83.872
martin,0.758,0.875,-4.518,0,0.0363,0.0851,0,0.227,0.91,112.966
martin,0.806,0.873,-6.57,1,0.0605,0.0259,0.492,0.0964,0.837,128.007
martin,0.481,0.931,-4.25,0,0.137,0.0024,0,0.315,0.819,88.52
martin,0.294,0.45,-7.324,1,0.0272,0.262,1.3e-4,0.084,0.263,160.624
martin,0.558,0.983,-3.914,1,0.0515,0.163,0.005,0.316,0.777,113.551
martin,0.563,0.75,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906
martin,0.735,0.873,-3.493,0,0.0402,0.025,3.27e-6,0.265,0.586,108.021
martin,0.775,0.816,-5.534,1,0.0281,0.164,0,0.126,0.753,98.219
martin,0.68,0.877,-10.241,0,0.0353,0.191,6.56e-4,0.349,0.922,108.674
martin,0.508,0.912,-4.541,1,0.0461,0.0066,0,0.0697,0.411,165.99
martin,0.356,0.44,-10.895,0,0.0552,0.554,3.52e-6,0.551,0.125,95.547
martin,0.328,0.185,-12.1,1,0.0365,0.83,7.3e-5,0.117,0.0923,71.454
martin,0.635,0.74,-4.439,0,0.0355,0.00465,0.0152,0.129,0.857,200.102
martin,0.811,0.833,-4.259,1,0.153,0.014,2.06e-5,0.0769,0.567,120.258
martin,0.437,0.727,-5.432,1,0.0293,0.0532,0,0.103,0.233,73.029
martin,0.866,0.454,-9.383,1,0.0414,0.0373,1.49e-6,0.275,0.368,99.985
martin,0.806,0.462,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726
martin,0.708,0.716,-6.368,1,0.0264,0.175,4.24e-4,0.138,0.259,115.01
martin,0.659,0.751,-5.783,0,0.032,0.128,0,0.334,0.921,94.02
martin,0.721,0.923,-3.986,1,0.0444,0.023,0.0023,0.206,0.861,100.044
martin,0.724,0.654,-6.732,1,0.0237,0.0628,0,0.0929,0.764,94.032
martin,0.645,0.667,-7.326,1,0.0242,0.193,0.0672,0.114,0.809,137.052
martin,0.39,0.474,-13.89,0,0.0569,0.693,0.00452,0.0615,0.752,141.92
martin,0.59,0.72,-7.127,1,0.0263,0.0641,0,0.183,0.617,109.644
martin,0.642,0.745,-6.28,1,0.0258,0.103,0,0.298,0.681,98.088
martin,0.306,0.617,-4.812,1,0.033,0.0228,0,0.231,0.291,156.362
martin,0.472,0.27,-11.649,1,0.027,0.729,0.0158,0.125,0.373,140.673
martin,0.495,0.72,-6.716,1,0.0328,0.362,0,0.0986,0.511,203.805
martin,0.85,0.938,-6.889,0,0.0415,0.409,3.46e-4,0.0582,0.84,120.826
martin,0.876,0.593,-3.967,0,0.0397,0.155,2.22e-6,0.0556,0.872,92.817
martin,0.538,0.68,-7.392,1,0.0383,0.533,0,0.377,0.773,153.348
martin,0.469,0.538,-13.559,1,0.0571,0.305,1.2e-4,0.37,0.886,196.605
martin,0.687,0.918,-4.676,1,0.0392,0.00211,1.26e-5,0.344,0.747,110.06
martin,0.759,0.699,-5.745,0,0.0307,0.202,1.31e-4,0.443,0.907,92.96
martin,0.661,0.973,-2.994,0,0.037,0.11,1.74e-5,0.617,0.75,108.037
martin,0.689,0.694,-5.83,0,0.027,0.257,0,0.148,0.482,99.039
martin,0.63,0.625,-5.088,0,0.0252,0.231,0,0.0765,0.683,167.998
martin,0.772,0.901,-3.568,1,0.0395,0.086,0,0.0761,0.842,116.042
martin,0.73,0.638,-5.32,0,0.0336,0.0999,0,0.131,0.893,103.049
martin,0.661,0.548,-8.433,1,0.0234,0.365,0,0.111,0.537,93
martin,0.691,0.795,-4.021,0,0.0355,8.12e-4,1.02e-6,0.156,0.876,133.971
martin,0.748,0.939,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001
martin,0.58,0.544,-8.423,1,0.0317,0.638,1.62e-4,0.0811,0.448,83.151
martin,0.634,0.886,-5.424,1,0.0434,0.154,0,0.118,0.577,93.04
martin,0.552,0.748,-6.181,1,0.0593,0.16,0,0.121,0.371,81.578
martin,0.664,0.916,-3.888,1,0.473,0.17,1.67e-5,0.164,0.559,93.134
martin,0.623,0.759,-6.877,1,0.0263,0.115,0,0.379,0.461,98.128
martin,0.374,0.603,-6.702,1,0.0462,0.413,2.78e-4,0.115,0.195,70.065
martin,0.592,0.508,-7.483,1,0.0274,0.134,0,0.0838,0.263,75.08
martin,0.461,0.593,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17
martin,0.575,0.786,-4.353,1,0.0296,0.252,0,0.159,0.518,96.102
martin,0.738,0.75,-5.034,0,0.135,0.0323,0,0.102,0.801,96.112
martin,0.659,0.273,-6.269,1,0.0331,0.241,0,0.084,0.43,152.201
martin,0.551,0.913,-4.063,0,0.0466,0.0263,1.35e-5,0.347,0.544,119.992
martin,0.751,0.834,-5.444,0,0.0437,0.3,1.77e-5,0.355,0.894,95.053
martin,0.617,0.717,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992
martin,0.808,0.761,-5.614,0,0.0512,0.23,0,0.674,0.92,110.965
martin,0.876,0.786,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068
martin,0.671,0.636,-8.117,0,0.103,0.515,4.11e-4,0.172,0.262,120.966
martin,0.81,0.924,-4.02,0,0.0356,0.119,8.73e-5,0.149,0.868,108.016
martin,0.33,0.273,-7.914,1,0.0293,0.814,0,0.113,0.317,78.103
martin,0.716,0.729,-6.313,1,0.117,0.0991,0,0.0842,0.276,131.975
martin,0.636,0.873,-4.672,0,0.071,0.0407,1.27e-6,0.0372,0.908,165.071
martin,0.517,0.471,-5.95,1,0.0327,0.576,0,0.108,0.126,121.925
martin,0.597,0.945,-3.845,1,0.0497,0.018,0,0.0654,0.939,147.908
martin,0.668,0.857,-2.944,0,0.0535,0.0191,6.71e-6,0.0385,0.748,131.959
martin,0.711,0.851,-9.702,1,0.0713,0.00553,0.949,0.165,0.621,159.998
martin,0.515,0.43,-9.935,1,0.0372,0.0097,1.33e-4,0.129,0.104,91.844
martin,0.661,0.946,-3.283,0,0.0713,0.0173,3.04e-4,0.101,0.945,98.031
martin,0.829,0.828,-7.84,0,0.0701,0.0214,2.75e-4,0.0473,0.658,95.02
martin,0.636,0.848,-6.854,1,0.0362,3.39e-4,0.0402,0.141,0.934,104.073
martin,0.43,0.788,-5.615,0,0.0684,0.119,0,0.11,0.33,120.275
martin,0.632,0.911,-7.681,0,0.269,0.0766,6.45e-4,0.81,0.92,192.035
martin,0.728,0.831,-6.381,1,0.0714,0.0718,0.0181,0.307,0.632,125.014
martin,0.596,0.607,-6.179,0,0.168,0.33,0,0.103,0.531,119.882
martin,0.756,0.85,-2.468,0,0.033,0.024,0.0034,0.0538,0.655,100.251
martin,0.47,0.806,-5.403,0,0.0297,3.38e-4,0.014,0.376,0.261,79.994
martin,0.558,0.555,-8.388,1,0.0349,0.244,0,0.364,0.591,83.003
martin,0.899,0.399,-6.553,1,0.038,0.61,1.52e-5,0.0923,0.544,98.067
martin,0.654,0.796,-4.761,0,0.122,0.0188,0,0.0948,0.491,108.854
martin,0.423,0.943,-2.56,1,0.0858,1.71e-4,2.01e-6,0.0952,0.441,108.227
martin,0.64,0.78,-6.177,1,0.0537,0.0162,0,0.132,0.755,91.887
martin,0.887,0.48,-11.994,1,0.117,0.0094,3.58e-5,0.0662,0.607,95.846
martin,0.585,0.476,-4.584,0,0.0263,0.167,0.00103,0.134,0.216,110.013
martin,0.564,0.698,-4.362,1,0.029,0.00319,0.00413,0.156,0.347,107.933
martin,0.784,0.439,-5.921,1,0.0337,0.678,0,0.0954,0.868,109.995
martin,0.662,0.741,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131
martin,0.548,0.889,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048
martin,0.553,0.638,-8.04,1,0.036,0.179,5.34e-4,0.137,0.479,155.037
martin,0.403,0.946,-5.26,1,0.127,0.0748,0,0.214,0.607,166.854
martin,0.421,0.632,-10.464,0,0.187,0.663,0.00307,0.547,0.438,108.247
martin,0.709,0.555,-3.506,1,0.0348,2.69e-4,0,0.0804,0.638,106
martin,0.564,0.774,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894
martin,0.493,0.867,-4.035,1,0.0314,0.0522,0,0.265,0.229,91.011
martin,0.699,0.558,-8.009,0,0.204,0.0343,4.52e-5,0.0987,0.271,155.996
martin,0.585,0.776,-5.898,1,0.0459,0.0572,7.74e-6,0.3,0.427,77.987
martin,0.43,0.788,-5.615,0,0.0684,0.119,0,0.11,0.33,120.275
martin,0.756,0.582,-7.726,1,0.0343,0.0592,0,0.161,0.605,134.07
martin,0.666,0.899,-4.676,1,0.028,0.00155,0,0.0677,0.629,122.05
martin,0.746,0.722,-5.729,0,0.157,0.176,0,0.0792,0.46,109.785
martin,0.837,0.356,-8.771,0,0.119,0.815,0.00206,0.0792,0.618,133.025
martin,0.59,0.823,-4.606,0,0.0394,0.00191,0,0.375,0.572,129.971
martin,0.576,0.307,-12.732,0,0.0428,0.807,3.55e-4,0.0792,0.157,67.513
martin,0.394,0.428,-11.427,1,0.0291,0.944,5.23e-6,0.345,0.731,139.857
martin,0.431,0.373,-14.77,1,0.034,0.641,0.511,0.143,0.49,167.278
martin,0.597,0.61,-5.007,1,0.0367,0.224,0,0.0727,0.354,90.863
martin,0.75,0.585,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331
martin,0.655,0.665,-6.22,0,0.126,0.171,1.04e-6,0.0786,0.344,95.98
martin,0.725,0.623,-8.983,0,0.316,0.199,0,0.0895,0.761,108.045
martin,0.552,0.471,-9.776,0,0.0372,0.0222,0.601,0.125,0.0897,100.266
martin,0.688,0.734,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004
martin,0.677,0.889,-3.638,1,0.046,0.00543,0,0.13,0.595,129.998
martin,0.709,0.891,-3.688,1,0.0528,0.00144,0,0.034,0.886,141.04
martin,0.327,0.754,-4.639,1,0.0375,0.0149,0.0015,0.321,0.173,134.975
martin,0.614,0.868,0.066,1,0.19,1.91e-5,5.22e-6,0.874,0.348,118.021
martin,0.764,0.264,-18.716,0,0.12,0.139,0.0109,0.104,0.0385,135.016
martin,0.637,0.941,-4.098,1,0.0471,0.00159,1.65e-5,0.33,0.863,121.033
martin,0.834,0.414,-5.978,0,0.0411,0.642,0,0.159,0.391,110.048
martin,0.794,0.622,-7.454,1,0.0889,0.0939,0,0.0422,0.694,138.018
martin,0.837,0.475,-9.49,0,0.0406,0.682,9.46e-4,0.095,0.141,110.003
martin,0.616,0.865,-7.547,0,0.0895,0.119,0,0.107,0.647,79.988
martin,0.533,0.955,-3.708,1,0.0653,1.65e-4,1.36e-5,0.38,0.55,107.984
martin,0.593,0.446,-7.776,0,0.0266,0.283,0,0.119,0.168,102.057
martin,0.284,0.875,-6.069,0,0.0422,0.00752,4.61e-4,0.402,0.595,75.009
martin,0.702,0.736,-3.856,1,0.0374,0.0151,2.59e-6,0.0479,0.695,96.029
martin,0.344,0.549,-7.194,1,0.037,0.7,1.16e-6,0.101,0.206,83.046
martin,0.748,0.786,-5.129,0,0.057,0.0226,5.54e-5,0.167,0.664,123.996
martin,0.798,0.675,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956
martin,0.377,0.939,-4.482,0,0.104,0.00207,0.0706,0.345,0.689,177.89
martin,0.482,0.9,-3.154,1,0.0459,8.17e-4,0,0.124,0.351,130.996
martin,0.533,0.955,-3.708,1,0.0653,1.65e-4,1.36e-5,0.38,0.55,107.984
martin,0.699,0.76,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996
martin,0.706,0.841,-3.956,1,0.0418,7.95e-5,0,0.0688,0.861,132.032
martin,0.517,0.675,-5.382,1,0.0357,0.459,0,0.151,0.518,203.853
martin,0.444,0.797,-1.5,1,0.0306,0.00319,0,0.108,0.196,82.172
martin,0.633,0.669,-5.797,1,0.0698,0.474,0,0.283,0.542,142.596
martin,0.799,0.608,-8.193,1,0.0411,0.0811,0.0137,0.102,0.963,121.915
martin,0.644,0.938,-2.206,0,0.0496,0.0459,0,0.777,0.919,119.977
martin,0.554,0.991,-4.827,1,0.0753,1.72e-4,0.00109,0.285,0.142,117.998
martin,0.636,0.54,-7.167,0,0.0589,1.1e-4,3e-4,0.203,0.674,124.002
martin,0.486,0.946,-2.069,1,0.113,2.18e-5,9.6e-6,0.0439,0.57,154.967
martin,0.708,0.555,-7.275,0,0.0734,0.182,0.00565,0.111,0.316,140.017
martin,0.753,0.754,-4.687,1,0.131,0.0134,0,0.101,0.535,95.954
martin,0.61,0.409,-11.884,1,0.0332,0.859,0.00915,0.105,0.205,82.044
martin,0.781,0.445,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998
martin,0.485,0.326,-7.842,1,0.0276,0.476,0,0.107,0.217,134.847
martin,0.471,0.92,-4.155,1,0.044,0.0373,0,0.0772,0.251,132.084
martin,0.965,0.485,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025
martin,0.534,0.87,-3.078,0,0.0425,3.34e-4,0,0.241,0.462,126.019
martin,0.461,0.276,-9.092,1,0.0277,0.761,0,0.108,0.237,92.915
martin,0.588,0.845,-4.497,1,0.0377,0.00869,0,0.326,0.745,138.014
martin,0.511,0.881,-5.361,0,0.0613,3.92e-5,4.09e-4,0.126,0.196,142.966
martin,0.7,0.926,-6.299,0,0.149,0.0395,0.00252,0.16,0.489,129.972
