producer,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
antonoff,0.447,0.0858,-15.806,1,0.042,0.984,0.00331,0.242,0.173,116.091
other,0.439,0.192,-13.564,1,0.0418,0.924,6.43e-4,0.158,0.0786,124.232
antonoff,0.315,0.102,-17.621,0,0.034,0.985,0.0512,0.109,0.185,169.69
antonoff,0.348,0.224,-10.36,1,0.0321,0.936,0.0225,0.297,0.0818,79.608
other,0.327,0.452,-9.726,1,0.0277,0.344,0.00332,0.11,0.202,132.427
antonoff,0.452,0.247,-13.24,1,0.033,0.972,0.132,0.0577,0.216,102.412
antonoff,0.529,0.235,-15.226,1,0.045,0.949,2.59e-4,0.26,0.0659,89.042
antonoff,0.487,0.515,-11.767,0,0.19,0.633,0.176,0.111,0.35,156.738
antonoff,0.382,0.366,-12.146,0,0.0591,0.625,0.107,0.112,0.0395,157.862
other,0.424,0.318,-9.915,0,0.0427,0.824,5.42e-4,0.114,0.102,119.396
other,0.373,0.114,-13.171,1,0.041,0.937,4.73e-5,0.104,0.172,90.945
other,0.323,0.106,-10.374,1,0.0323,0.97,5.94e-5,0.108,0.158,91.455
other,0.376,0.493,-14.03,1,0.0372,6.89e-4,0.901,0.153,0.119,102.845
other,0.418,0.377,-11.612,1,0.0738,0.852,4.61e-5,0.374,0.283,113.936
other,0.641,0.346,-9.508,1,0.036,0.913,3.99e-5,0.104,0.187,122.101
other,0.552,0.202,-10.685,1,0.043,0.96,0.00154,0.225,0.237,78.021
other,0.513,0.21,-10.472,1,0.0301,0.922,0,0.123,0.14,88.021
other,0.602,0.59,-6.346,0,0.0279,0.318,1.66e-4,0.104,0.381,130.08
other,0.483,0.475,-8.442,1,0.0291,0.674,0.00167,0.115,0.237,73.862
other,0.547,0.205,-10.021,0,0.0277,0.873,0.0502,0.113,0.222,105.745
other,0.447,0.165,-9.275,1,0.0342,0.888,1.4e-6,0.177,0.122,101.758
other,0.402,0.219,-9.244,1,0.0318,0.935,0.0034,0.102,0.166,126.595
other,0.413,0.119,-12.499,1,0.0348,0.982,0.00219,0.112,0.216,111.11
other,0.45,0.148,-11.802,1,0.0569,0.976,4.09e-4,0.107,0.0758,79.727
antonoff,0.493,0.263,-12.805,1,0.0351,0.926,0,0.0879,0.158,122.792
antonoff,0.334,0.276,-13.125,0,0.0643,0.877,2.49e-4,0.113,0.429,201.025
antonoff,0.387,0.339,-12.962,0,0.0489,0.918,0.00272,0.13,0.273,137.199
antonoff,0.303,0.249,-11.715,1,0.111,0.97,1.95e-5,0.117,0.131,66.932
antonoff,0.397,0.206,-12.487,1,0.0389,0.947,1.35e-5,0.119,0.27,120.702
antonoff,0.397,0.262,-14.608,1,0.0916,0.842,6.6e-6,0.0999,0.124,80.434
antonoff,0.445,0.116,-14.87,1,0.0368,0.947,1.69e-5,0.11,0.139,167.992
other,0.584,0.283,-12.893,0,0.0309,0.901,0.0332,0.127,0.278,106.068
antonoff,0.37,0.314,-9.677,0,0.0445,0.912,2.09e-6,0.0989,0.221,97.4
antonoff,0.359,0.236,-13.46,0,0.0432,0.904,7.43e-6,0.116,0.244,126.227
antonoff,0.502,0.105,-13.381,1,0.0331,0.98,1.79e-5,0.0725,0.203,114.043
antonoff,0.215,0.203,-12.65,1,0.0346,0.968,0.0585,0.0923,0.143,78.287
antonoff,0.531,0.252,-12.765,1,0.028,0.763,1.33e-4,0.104,0.159,76.054
antonoff,0.368,0.286,-13.031,0,0.0294,0.913,0.177,0.099,0.312,77.826
antonoff,0.534,0.452,-10.732,0,0.0359,0.895,0.00165,0.125,0.175,129.974
other,0.641,0.559,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982
antonoff,0.384,0.0701,-16.512,1,0.0367,0.966,1.7e-4,0.0805,0.288,63.425
antonoff,0.294,0.337,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781
antonoff,0.538,0.304,-11.79,1,0.0352,0.613,6.31e-4,0.164,0.065,78.997
antonoff,0.449,0.41,-8.067,0,0.0317,0.761,0,0.0631,0.195,123.758
other,0.569,0.354,-9.862,1,0.0315,0.616,2.75e-5,0.112,0.118,108.083
antonoff,0.443,0.226,-12.507,0,0.0359,0.939,0.0201,0.14,0.196,79.142
other,0.582,0.102,-14.712,0,0.0391,0.924,0,0.174,0.494,131.773
antonoff,0.467,0.119,-10.99,1,0.0401,0.969,1.4e-6,0.0973,0.156,70.499
antonoff,0.49,0.104,-13.208,0,0.0635,0.964,0,0.162,0.278,86.675
nowels,0.527,0.366,-10.943,1,0.0277,0.487,0.0023,0.11,0.234,98.994
nowels,0.504,0.655,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982
nowels,0.333,0.389,-9.132,1,0.0364,0.539,0.0772,0.163,0.25,144.204
nowels,0.449,0.534,-9.493,0,0.0494,0.048,0.0011,0.384,0.342,94.261
nowels,0.658,0.46,-8.646,0,0.0444,0.456,0.00111,0.0963,0.223,114.801
nowels,0.76,0.574,-8.57,1,0.126,0.0155,2.02e-5,0.199,0.137,134.981
nowels,0.359,0.6,-7.317,1,0.0398,0.113,1.32e-6,0.0952,0.195,175.894
nowels,0.54,0.674,-6.351,1,0.0802,0.0553,0.0608,0.112,0.309,89.933
nowels,0.535,0.658,-7.425,1,0.0998,0.189,4.11e-5,0.0683,0.413,129.835
other,0.374,0.697,-6.544,1,0.0637,0.411,0.211,0.122,0.244,87.96
nowels,0.616,0.605,-7.234,1,0.0343,0.097,0.00812,0.165,0.185,116.031
nowels,0.509,0.43,-8.387,1,0.0325,0.834,8.54e-4,0.0927,0.128,122.919
nowels,0.297,0.402,-9.757,1,0.0346,0.819,1.81e-4,0.109,0.177,138.019
nowels,0.352,0.41,-8.796,0,0.0388,0.556,0.0113,0.114,0.0952,118.721
nowels,0.558,0.246,-10.914,0,0.0409,0.942,0.00875,0.106,0.303,85.672
nowels,0.205,0.472,-10.45,1,0.0718,0.498,7.92e-4,0.0953,0.0392,203.944
nowels,0.169,0.269,-13.265,0,0.036,0.953,0.00828,0.111,0.173,74.847
nowels,0.4,0.494,-8.04,0,0.0367,0.713,3.34e-4,0.238,0.134,132.016
nowels,0.296,0.25,-10.088,1,0.0314,0.975,0.0187,0.0988,0.0898,102.031
nowels,0.398,0.428,-8.292,0,0.0275,0.846,0.0338,0.185,0.111,81.017
nowels,0.536,0.486,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988
nowels,0.287,0.43,-10.014,0,0.033,0.269,5.79e-4,0.32,0.109,93.984
nowels,0.282,0.464,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345
nowels,0.28,0.304,-18.57,1,0.0359,0.9,0.806,0.135,0.523,85.765
nowels,0.416,0.459,-9.977,0,0.0366,0.813,0.0428,0.102,0.175,135.689
nowels,0.304,0.311,-9.647,0,0.0344,0.675,0.00195,0.12,0.115,117.68
nowels,0.445,0.522,-8.007,1,0.0331,0.363,4.87e-4,0.0797,0.162,107.752
nowels,0.284,0.372,-9.821,0,0.0356,0.782,1.83e-4,0.103,0.0853,98.181
nowels,0.34,0.361,-11.567,0,0.0294,0.636,0.421,0.259,0.0392,81.765
nowels,0.327,0.351,-10.488,0,0.0327,0.316,5.93e-6,0.107,0.063,80.386
other,0.33,0.507,-6.368,0,0.0339,0.274,4.65e-6,0.122,0.177,122.164
other,0.144,0.541,-7.076,1,0.038,0.278,1.01e-5,0.101,0.0899,79.262
other,0.262,0.482,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918
other,0.404,0.664,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747
other,0.527,0.591,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167
nowels,0.345,0.587,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479
other,0.509,0.547,-6.548,0,0.0417,0.399,0,0.215,0.197,109.436
kurstin,0.349,0.525,-6.829,0,0.0451,0.583,0,0.35,0.288,136.762
other,0.52,0.69,-5.919,1,0.0554,0.601,0.201,0.137,0.182,129.839
other,0.312,0.168,-12.476,0,0.0332,0.888,6.59e-6,0.147,0.154,108.115
other,0.255,0.468,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67
epworth,0.32,0.529,-7.595,1,0.0436,0.27,0.0136,0.0942,0.103,119.898
nowels,0.533,0.666,-8.957,0,0.0448,0.3,0.00862,0.115,0.343,108.928
other,0.266,0.513,-7.852,1,0.0388,0.28,5.98e-5,0.11,0.579,200.781
other,0.341,0.37,-9.264,1,0.0349,0.871,0.0133,0.101,0.0607,125.961
other,0.428,0.626,-6.639,0,0.0339,0.222,8.22e-5,0.277,0.379,86.02
other,0.399,0.721,-5.562,0,0.0523,0.0621,0.00282,0.278,0.113,160.125
other,0.558,0.837,-4.405,1,0.0633,0.418,0,0.0821,0.488,117.963
other,0.236,0.249,-9.595,0,0.0348,0.811,1e-6,0.087,0.181,72.847
other,0.595,0.696,-5.921,0,0.0417,0.276,0,0.411,0.533,88.013
other,0.532,0.899,-5.935,0,0.244,0.531,1.46e-4,0.0957,0.436,85
nowels,0.6,0.653,-8.309,0,0.0594,0.0953,0,0.122,0.43,119.994
other,0.423,0.857,-5.173,1,0.0687,0.188,2.63e-5,0.105,0.196,75.024
other,0.524,0.427,-9.57,0,0.0297,0.098,2.73e-4,0.129,0.0379,100.024
other,0.382,0.589,-5.991,1,0.0359,0.484,0,0.131,0.511,65.627
nowels,0.565,0.654,-6.826,0,0.0335,0.0542,1.8e-6,0.122,0.235,111.968
other,0.534,0.842,-7.031,0,0.0925,0.0904,0.0388,0.203,0.441,138.004
other,0.586,0.593,-8.394,1,0.0329,0.636,1.31e-4,0.115,0.668,111.942
other,0.493,0.946,-4.304,0,0.124,0.0744,4.89e-5,0.351,0.134,135.955
nowels,0.375,0.416,-7.149,1,0.0283,0.778,2.48e-6,0.23,0.271,134.923
other,0.373,0.686,-5.52,1,0.034,0.128,1.96e-6,0.383,0.189,93.763
nowels,0.397,0.585,-6.518,1,0.0359,0.535,4.38e-4,0.0976,0.18,143.983
nowels,0.298,0.668,-5.536,0,0.0478,0.0699,2.44e-5,0.59,0.121,110.063
nowels,0.245,0.492,-9.397,0,0.0593,0.466,0,0.0851,0.104,167.7
other,0.189,0.317,-8.631,1,0.028,0.812,0.0719,0.214,0.251,84.809
other,0.352,0.725,-6.463,0,0.0656,0.00193,2.73e-6,0.22,0.339,189.767
other,0.506,0.201,-12.931,0,0.0294,0.926,4.11e-4,0.253,0.145,71.925
other,0.346,0.42,-11.506,0,0.0298,0.864,0.0875,0.901,0.303,83.56
other,0.581,0.69,-4.15,0,0.034,0.301,0,0.153,0.484,104.004
other,0.373,0.686,-5.52,1,0.034,0.128,1.96e-6,0.383,0.189,93.763
nowels,0.397,0.585,-6.518,1,0.0359,0.535,4.38e-4,0.0976,0.18,143.983
nowels,0.298,0.668,-5.536,0,0.0478,0.0699,2.44e-5,0.59,0.121,110.063
nowels,0.245,0.492,-9.397,0,0.0593,0.466,0,0.0851,0.104,167.7
other,0.189,0.317,-8.631,1,0.028,0.812,0.0719,0.214,0.251,84.809
other,0.352,0.725,-6.463,0,0.0656,0.00193,2.73e-6,0.22,0.339,189.767
other,0.506,0.201,-12.931,0,0.0294,0.926,4.11e-4,0.253,0.145,71.925
other,0.346,0.42,-11.506,0,0.0298,0.864,0.0875,0.901,0.303,83.56
other,0.18,0.636,-6.591,0,0.0438,0.209,1.33e-4,0.217,0.39,75.632
other,0.4,0.722,-5.566,0,0.062,0.061,0.00171,0.4,0.136,160.065
other,0.559,0.835,-4.475,1,0.0633,0.421,0,0.0811,0.504,117.885
other,0.39,0.255,-9.676,0,0.0299,0.806,1.14e-6,0.0887,0.179,122.056
other,0.46,0.683,-5.97,0,0.0891,0.282,0,0.425,0.592,175.743
other,0.535,0.902,-6.001,0,0.234,0.548,1.63e-4,0.109,0.415,84.929
nowels,0.586,0.641,-8.342,0,0.0634,0.12,0,0.168,0.402,120.015
other,0.312,0.841,-5.244,1,0.0846,0.217,2.38e-5,0.0876,0.185,75.112
other,0.487,0.426,-9.56,0,0.0317,0.0879,3.92e-4,0.128,0.0376,100.056
other,0.2,0.581,-6.004,0,0.0462,0.481,0,0.0662,0.53,197.098
nowels,0.565,0.647,-6.789,0,0.0334,0.0456,0,0.121,0.216,111.931
other,0.531,0.829,-6.889,0,0.108,0.107,0.0175,0.197,0.417,137.965
other,0.577,0.678,-8.847,0,0.0463,0.113,0.264,0.308,0.206,92.988
antonoff,0.735,0.444,-10.519,1,0.0684,0.204,0.0012,0.17,0.0984,97.038
antonoff,0.658,0.378,-8.3,1,0.0379,0.0593,0,0.0976,0.0382,108.034
antonoff,0.638,0.634,-6.582,1,0.0457,0.133,1.23e-6,0.152,0.519,96.953
other,0.659,0.323,-13.425,1,0.0436,0.735,0.00321,0.116,0.154,110.007
antonoff,0.694,0.38,-10.307,1,0.0614,0.416,8.47e-6,0.126,0.376,120.044
antonoff,0.636,0.377,-11.721,1,0.0708,0.71,6.51e-5,0.115,0.23,139.966
antonoff,0.751,0.502,-8.777,1,0.162,0.226,0,0.297,0.112,108.989
antonoff,0.87,0.279,-11.134,0,0.364,0.16,1.74e-5,0.121,0.16,79.996
antonoff,0.7,0.55,-9.13,1,0.0653,0.0661,1.02e-4,0.091,0.412,164.003
antonoff,0.487,0.313,-15.434,1,0.0487,0.791,0.348,0.124,0.141,110.039
antonoff,0.649,0.622,-7.054,1,0.0582,0.074,0,0.594,0.106,90.024
antonoff,0.334,0.161,-14.875,1,0.0506,0.967,4.71e-5,0.115,0.396,176.747
antonoff,0.661,0.352,-14.077,1,0.117,0.571,0.00147,0.0884,0.13,125.934
other,0.573,0.741,-8.987,1,0.0353,0.219,2.23e-5,0.0842,0.554,96.016
other,0.422,0.235,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71
antonoff,0.7,0.509,-10.547,1,0.0789,0.112,3.27e-5,0.137,0.345,110.947
other,0.646,0.529,-10.179,1,0.0864,0.723,0,0.0885,0.755,87.862
antonoff,0.675,0.466,-9.738,0,0.201,0.361,0,0.11,0.347,140.864
other,0.483,0.84,-6.508,1,0.119,0.43,5.75e-4,0.146,0.55,157.979
antonoff,0.562,0.388,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747
antonoff,0.735,0.46,-10.501,0,0.0804,0.253,0.00167,0.184,0.106,96.962
antonoff,0.65,0.404,-8.403,1,0.0356,0.0616,0,0.104,0.0379,108.03
antonoff,0.638,0.624,-6.577,0,0.0441,0.131,3.32e-6,0.15,0.474,96.889
other,0.65,0.325,-13.483,1,0.0399,0.686,0.00144,0.137,0.172,109.947
antonoff,0.693,0.387,-10.304,1,0.0663,0.392,9.11e-6,0.124,0.364,120.045
antonoff,0.629,0.385,-11.722,1,0.0749,0.712,5.19e-5,0.115,0.228,140.002
antonoff,0.722,0.494,-8.691,1,0.204,0.216,0,0.226,0.131,108.94
antonoff,0.875,0.286,-10.943,1,0.361,0.163,4.23e-5,0.127,0.155,79.97
antonoff,0.693,0.543,-9.153,1,0.0677,0.0635,5.12e-5,0.0839,0.4,164.027
antonoff,0.475,0.309,-15.412,1,0.0423,0.784,0.465,0.123,0.143,109.967
antonoff,0.654,0.638,-7.084,1,0.075,0.0727,0,0.497,0.0941,90.007
antonoff,0.435,0.163,-14.889,1,0.0509,0.967,5.79e-5,0.115,0.392,117.747
antonoff,0.656,0.341,-14.088,1,0.157,0.561,0.00111,0.0871,0.143,125.984
other,0.57,0.739,-9.013,1,0.0358,0.213,1.78e-5,0.0937,0.593,96.025
other,0.395,0.226,-12.511,1,0.0518,0.829,0.00322,0.115,0.0656,165.523
antonoff,0.696,0.485,-10.573,1,0.123,0.103,6.69e-5,0.136,0.339,110.962
other,0.652,0.536,-10.211,1,0.0881,0.712,0,0.0854,0.758,87.963
antonoff,0.571,0.477,-9.737,0,0.246,0.313,0,0.11,0.331,140.734
other,0.488,0.832,-6.508,1,0.114,0.424,0.00288,0.139,0.554,157.984
antonoff,0.681,0.396,-12.109,1,0.0487,0.487,0.00138,0.117,0.157,107.954
antonoff,0.733,0.436,-10.489,1,0.08,0.258,5.73e-4,0.157,0.0976,96.985
antonoff,0.637,0.398,-8.294,1,0.0564,0.0573,1.03e-6,0.101,0.0374,108.075
antonoff,0.637,0.643,-6.571,1,0.0519,0.13,1.8e-6,0.142,0.533,97.008
other,0.663,0.319,-13.481,1,0.0375,0.69,9.93e-4,0.117,0.193,109.957
antonoff,0.696,0.396,-10.289,1,0.0656,0.401,5.2e-6,0.125,0.38,120.041
antonoff,0.643,0.363,-11.738,1,0.0767,0.69,5.17e-5,0.115,0.23,139.865
antonoff,0.751,0.502,-8.763,1,0.167,0.2,0,0.296,0.106,108.943
antonoff,0.798,0.277,-11.096,0,0.39,0.173,5.25e-5,0.121,0.163,79.846
antonoff,0.696,0.559,-9.19,1,0.0693,0.0618,5.58e-5,0.0887,0.433,163.999
antonoff,0.406,0.306,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014
antonoff,0.642,0.62,-7.091,1,0.0666,0.0734,0,0.483,0.0969,90.02
antonoff,0.337,0.156,-14.919,1,0.0518,0.964,7.72e-5,0.115,0.39,176.655
antonoff,0.662,0.357,-14.064,1,0.154,0.553,0.00129,0.0837,0.124,125.966
antonoff,0.743,0.463,-10.485,0,0.0782,0.253,6.34e-4,0.164,0.101,96.999
antonoff,0.658,0.401,-8.377,1,0.0367,0.0547,1.2e-6,0.0927,0.0384,108.049
antonoff,0.639,0.628,-6.606,1,0.0525,0.12,1.07e-6,0.191,0.506,96.982
other,0.651,0.322,-13.459,1,0.0393,0.664,0.00185,0.139,0.184,109.949
antonoff,0.694,0.385,-10.329,1,0.0628,0.408,1.73e-5,0.126,0.401,120.02
antonoff,0.638,0.369,-11.711,1,0.0737,0.723,5.26e-5,0.115,0.183,139.932
antonoff,0.73,0.495,-8.729,1,0.195,0.205,0,0.274,0.111,108.967
antonoff,0.87,0.284,-10.984,0,0.402,0.175,4.06e-5,0.127,0.176,79.975
antonoff,0.696,0.56,-9.137,1,0.0664,0.0641,7.88e-5,0.0888,0.39,164
antonoff,0.48,0.31,-15.418,1,0.0439,0.802,0.218,0.123,0.146,109.982
antonoff,0.648,0.639,-7.052,1,0.065,0.0655,0,0.499,0.102,90.012
antonoff,0.336,0.159,-14.899,1,0.0463,0.966,9.79e-5,0.115,0.392,176.768
antonoff,0.661,0.354,-14.088,1,0.142,0.549,0.00121,0.0912,0.123,125.974
other,0.594,0.713,-5.314,1,0.0503,3.28e-4,0,0.114,0.328,129.958
other,0.516,0.777,-4.908,0,0.0375,0.00108,1.62e-6,0.0761,0.408,125.047
other,0.645,0.593,-6.506,1,0.0288,0.0344,1.27e-4,0.13,0.299,109.984
other,0.584,0.557,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008
other,0.44,0.528,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972
other,0.642,0.695,-5.62,1,0.0281,4.43e-4,1.02e-5,0.0753,0.642,103.984
other,0.511,0.559,-6.587,1,0.0264,0.0167,0,0.113,0.248,145.88
other,0.567,0.686,-6.139,1,0.175,0.0317,1.86e-6,0.0732,0.716,172.014
other,0.693,0.681,-7.039,1,0.025,0.0848,0,0.0768,0.663,100.02
other,0.502,0.534,-5.954,1,0.0278,0.0399,0,0.0977,0.155,94.05
other,0.622,0.809,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,156.894
other,0.601,0.406,-11.827,1,0.0275,0.622,9.19e-5,0.133,0.232,130.059
other,0.686,0.571,-7.138,1,0.05,0.066,0,0.0608,0.538,117.889
other,0.498,0.61,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918
other,0.628,0.685,-5.864,1,0.0358,0.00324,0,0.18,0.605,126.014
other,0.519,0.527,-7.673,1,0.0274,0.075,0,0.132,0.267,78.915
other,0.636,0.402,-7.855,1,0.031,0.0494,0,0.107,0.208,125.952
other,0.46,0.632,-6.031,1,0.0302,0.0158,0,0.0822,0.399,79.846
other,0.691,0.736,-6.974,1,0.0326,0.00955,1.88e-5,0.101,0.612,125.089
other,0.445,0.131,-13.778,1,0.0564,0.663,1.57e-6,0.108,0.101,208.918
other,0.623,0.279,-10.802,1,0.031,0.661,0,0.193,0.38,116.04
other,0.473,0.579,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942
other,0.606,0.377,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96
antonoff,0.584,0.743,-7.075,1,0.0931,0.0538,2.83e-6,0.121,0.746,167.844
other,0.622,0.791,-6.106,1,0.0535,0.00188,3.72e-6,0.083,0.494,115.915
other,0.403,0.714,-4.514,1,0.0488,0.16,0,0.179,0.482,149.67
antonoff,0.611,0.552,-5.828,1,0.031,0.256,0,0.134,0.41,116.012
other,0.61,0.488,-6.918,1,0.0293,0.817,0,0.312,0.443,125.039
other,0.678,0.733,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009
antonoff,0.631,0.522,-8.649,1,0.0302,0.279,0,0.0875,0.213,93
other,0.569,0.741,-4.963,1,0.0282,0.0122,0,0.333,0.43,100.118
other,0.559,0.646,-4.61,1,0.0272,0.116,0,0.32,0.289,95.466
other,0.627,0.792,-4.311,1,0.031,0.13,3.97e-6,0.0845,0.415,119.054
other,0.788,0.571,-6.135,1,0.0296,0.106,0,0.0934,0.797,115.99
other,0.423,0.517,-7.377,1,0.0486,0.369,0,0.177,0.366,185.262
other,0.632,0.773,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033
other,0.506,0.626,-6.066,1,0.0287,0.156,0,0.228,0.321,148.035
other,0.578,0.909,-3.669,1,0.0628,0.0222,0,0.333,0.541,100.023
other,0.506,0.444,-4.99,1,0.0285,0.0538,0,0.123,0.241,133.873
other,0.402,0.732,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032
other,0.598,0.821,-4.433,1,0.0447,0.0231,0,0.143,0.673,128.03
other,0.642,0.576,-8.524,1,0.0282,0.488,0,0.159,0.469,125
other,0.499,0.815,-4.063,1,0.0341,1.91e-4,0,0.181,0.344,95.999
other,0.572,0.69,-6.201,1,0.0358,0.0474,0,0.0897,0.624,160.111
other,0.393,0.531,-6.112,1,0.0329,0.0181,0,0.169,0.224,200.391
other,0.546,0.273,-9.208,1,0.0308,0.819,0,0.137,0.271,118.753
other,0.476,0.564,-5.677,1,0.0269,0.0406,0,0.102,0.167,143.929
other,0.454,0.555,-6.69,1,0.0283,0.157,0,0.343,0.171,171.862
other,0.432,0.873,-4.367,1,0.0577,0.0279,0,0.167,0.629,163.936
other,0.482,0.779,-5.025,1,0.0409,0.0135,0,0.296,0.328,158.162
other,0.599,0.494,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893
antonoff,0.66,0.817,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942
other,0.609,0.373,-8.819,1,0.0263,0.849,0,0.0779,0.13,106.007
antonoff,0.588,0.608,-7.062,1,0.0365,0.225,0,0.092,0.508,90.201
antonoff,0.563,0.473,-11.548,1,0.0503,0.514,1.2e-5,0.109,0.405,101.934
antonoff,0.624,0.624,-7.86,1,0.053900000000000003,0.334,0,0.0995,0.527,80.132
other,0.392,0.574,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112
other,0.462,0.24,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319
antonoff,0.512,0.462,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05
other,0.575,0.434,-8.193,1,0.0312,0.735,6.59e-5,0.105,0.348,145.916
other,0.316,0.361,-10.381,1,0.0488,0.878,2.67e-5,0.0797,0.221,74.952
other,0.546,0.613,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015
other,0.559,0.334,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079
other,0.605,0.488,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966
other,0.537,0.537,-11.266,1,0.0617,0.819,9.04e-4,0.142,0.292,107.895
other,0.515,0.545,-9.277,1,0.0353,0.855,1.97e-5,0.0921,0.535,88.856
other,0.604,0.517,-9.014,1,0.0347,0.768,1.55e-4,0.123,0.511,127.967
other,0.546,0.73,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895
other,0.535,0.561,-11.609,1,0.0484,0.876,1.36e-4,0.115,0.287,96.103
other,0.689,0.704,-10.813,1,0.245,0.835,4.83e-6,0.134,0.92,151.884
other,0.39,0.27,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177
other,0.581,0.619,-6.524,1,0.0282,0.769,1.06e-4,0.117,0.645,137.915
other,0.592,0.41,-12.426,1,0.0397,0.801,1.39e-5,0.09,0.416,151.923
other,0.78,0.361,-6.942,1,0.048,0.75,7.14e-6,0.108,0.163,139.902
other,0.612,0.58,-8.572,0,0.0419,0.525,4.14e-4,0.26,0.534,130.045
other,0.688,0.653,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991
other,0.31,0.374,-8.464,1,0.0275,0.761,2.46e-5,0.11,0.16,75.938
antonoff,0.456,0.265,-10.663,1,0.0328,0.814,0,0.0679,0.112,129.947
antonoff,0.549,0.417,-10.064,1,0.035,0.686,1.9e-6,0.0604,0.347,110.137
other,0.602,0.494,-10.813,1,0.0277,0.888,2.59e-5,0.0902,0.374,94.955
antonoff,0.387,0.634,-9.222,1,0.0363,0.553,6.93e-5,0.0931,0.42,89.567
antonoff,0.511,0.478,-9.837,1,0.0322,0.312,2.3e-5,0.147,0.408,135.882
antonoff,0.529,0.304,-10.567,1,0.0356,0.862,0,0.108,0.44,119.58
other,0.651,0.459,-11.128,0,0.0507,0.859,6.63e-5,0.105,0.454,83.455
other,0.593,0.7,-9.016,1,0.0492,0.67,6.77e-6,0.116,0.451,141.898
other,0.317,0.254,-13.679,1,0.0286,0.727,3.26e-4,0.0867,0.103,93.933
antonoff,0.595,0.376,-8.767,1,0.0256,0.589,0,0.0989,0.476,95.946
other,0.644,0.284,-12.879,1,0.0821,0.916,1.5e-5,0.0909,0.328,150.072
other,0.676,0.178,-15.01,1,0.0394,0.964,7.9e-6,0.135,0.404,118.84
antonoff,0.313,0.258,-11.532,1,0.0383,0.842,1.3e-6,0.0948,0.268,179.947
antonoff,0.552,0.702,-5.707,1,0.157,0.117,2.06e-5,0.105,0.564,169.994
antonoff,0.359,0.543,-7.582,1,0.0919,0.492,1.58e-5,0.118,0.453,68.534
little,0.777,0.658,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048
antonoff,0.292,0.574,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344
antonoff,0.897,0.366,-8.029,1,0.0569,0.00889,3.53e-4,0.0715,0.416,100.003
little,0.662,0.747,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088
antonoff,0.811,0.719,-6.553,1,0.0497,0.0129,1.36e-5,0.0742,0.865,103.979
antonoff,0.824,0.624,-9.728,1,0.0827,0.781,1.89e-4,0.1,0.248,102.012
antonoff,0.712,0.732,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071
antonoff,0.695,0.71,-6.639,1,0.05,0.0246,1.04e-4,0.133,0.557,157.925
antonoff,0.433,0.182,-12.566,1,0.0641,0.907,0,0.123,0.421,207.476
antonoff,0.739,0.32,-10.862,0,0.239,0.736,1.47e-4,0.111,0.351,79.97
little,0.771,0.671,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026
other,0.756,0.449,-8.746,1,0.0344,0.13,0,0.114,0.399,111.011
little,0.61,0.83,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162
other,0.737,0.175,-9.912,1,0.0401,0.971,3.37e-4,0.171,0.545,70.008
antonoff,0.557,0.496,-9.602,1,0.0563,0.808,1.73e-4,0.0772,0.265,149.983
