"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_name","artist_name","album_name","producer","artist_id","album_id","key_name","mode_name","key_mode","Unnamed: 0","album_type","album_images","album_release_date","album_release_year","album_release_date_precision","track_id","artists","available_markets","disc_number","explicit","is_local","track_preview_url","track_number","track_uri","external_urls.spotify"
0.495,0.7,4,-5.639,1,0.144,0.141,0,0.102,0.279,144.426,"audio_features","6H8UxS43KArEIu2vGZI9Dj","spotify:track:6H8UxS43KArEIu2vGZI9Dj","https://api.spotify.com/v1/tracks/6H8UxS43KArEIu2vGZI9Dj","https://api.spotify.com/v1/audio-analysis/6H8UxS43KArEIu2vGZI9Dj",248747,4,"Eye of the Needle","Sia","1000 Forms Of Fear (Deluxe Version)","kurstin","5WUlDfRSoLAfcVSX1WnrxN","6FdNvoO5sF4EKwCX9je1MH","E","Major","E Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.427,0.123,9,-15.228,0,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,"audio_features","1WsEgieHsWWndAzLkmV105","spotify:track:1WsEgieHsWWndAzLkmV105","https://api.spotify.com/v1/tracks/1WsEgieHsWWndAzLkmV105","https://api.spotify.com/v1/audio-analysis/1WsEgieHsWWndAzLkmV105",229426,5,"hostage","Billie Eilish","dont smile at me","kurstin","6qqNVTkY8uBg9cP3Jd7DAH","7fRrTyKvE4Skh93v97gtcU","A","Minor","A Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.444,0.497,8,-5.683,1,0.0357,0.189,0,0.117,0.151,124.382,"audio_features","0cUYHAciIIom2n04j9p5qj","spotify:track:0cUYHAciIIom2n04j9p5qj","https://api.spotify.com/v1/tracks/0cUYHAciIIom2n04j9p5qj","https://api.spotify.com/v1/audio-analysis/0cUYHAciIIom2n04j9p5qj",211213,4,"Straight for the Knife","Sia","1000 Forms Of Fear (Deluxe Version)","kurstin","5WUlDfRSoLAfcVSX1WnrxN","6FdNvoO5sF4EKwCX9je1MH","G♯, A♭","Major","G♯, A♭ Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0626,0.0433,4,-31.087,0,0.0419,0.858,0.962,0.104,0.0496,50.079,"audio_features","0q1cjVlW64TLWVsn7m8rKy","spotify:track:0q1cjVlW64TLWVsn7m8rKy","https://api.spotify.com/v1/tracks/0q1cjVlW64TLWVsn7m8rKy","https://api.spotify.com/v1/audio-analysis/0q1cjVlW64TLWVsn7m8rKy",226642,4,"Fair Game","Phlieng","Fair Game","kurstin","42CYfnqvxyFOZwgXPNEyIB","2HxC0AIJtD05UpH8WUoaOT","E","Minor","E Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,"audio_features","5S9lfZu1YF8xKkgSsqL2Bd","spotify:track:5S9lfZu1YF8xKkgSsqL2Bd","https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd","https://api.spotify.com/v1/audio-analysis/5S9lfZu1YF8xKkgSsqL2Bd",257200,4,"Elastic Heart","Sia","1000 Forms Of Fear (Deluxe Version)","kurstin","5WUlDfRSoLAfcVSX1WnrxN","6FdNvoO5sF4EKwCX9je1MH","A","Major","A Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.674,0.877,5,-4.945,1,0.167,0.0559,0.000112,0.0836,0.383,109.038,"audio_features","0nzGWlaLAHRLhKba8TE5vn","spotify:track:0nzGWlaLAHRLhKba8TE5vn","https://api.spotify.com/v1/tracks/0nzGWlaLAHRLhKba8TE5vn","https://api.spotify.com/v1/audio-analysis/0nzGWlaLAHRLhKba8TE5vn",264867,4,"Free the Animal","Sia","1000 Forms Of Fear (Deluxe Version)","kurstin","5WUlDfRSoLAfcVSX1WnrxN","6FdNvoO5sF4EKwCX9je1MH","F","Major","F Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.418,0.764,5,-3.307,0,0.0559,0.00598,0,0.149,0.33,175.669,"audio_features","2akkzRZ5HADuMZ03TlyxSR","spotify:track:2akkzRZ5HADuMZ03TlyxSR","https://api.spotify.com/v1/tracks/2akkzRZ5HADuMZ03TlyxSR","https://api.spotify.com/v1/audio-analysis/2akkzRZ5HADuMZ03TlyxSR",241493,3,"Fire Meet Gasoline","Sia","1000 Forms Of Fear (Deluxe Version)","kurstin","5WUlDfRSoLAfcVSX1WnrxN","6FdNvoO5sF4EKwCX9je1MH","F","Minor","F Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.431,0.284,2,-11.858,1,0.0432,0.871,0.000136,0.0899,0.229,98.317,"audio_features","7x8pIrhMu9FCmqqHNyuH0P","spotify:track:7x8pIrhMu9FCmqqHNyuH0P","https://api.spotify.com/v1/tracks/7x8pIrhMu9FCmqqHNyuH0P","https://api.spotify.com/v1/audio-analysis/7x8pIrhMu9FCmqqHNyuH0P",204067,1,"cellophane","FKA twigs","MAGDALENE","kurstin","6nB0iY1cjSY1KyhYyuIIKH","3DMR3yM5crnt1dG9lLaMTZ","D","Major","D Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.448,0.769,0,-4.107,0,0.0403,0.0281,3.03e-06,0.303,0.319,86.982,"audio_features","6ae0TVkpnFvn0dz4zIVlyd","spotify:track:6ae0TVkpnFvn0dz4zIVlyd","https://api.spotify.com/v1/tracks/6ae0TVkpnFvn0dz4zIVlyd","https://api.spotify.com/v1/audio-analysis/6ae0TVkpnFvn0dz4zIVlyd",400253,4,"Dressed In Black","Sia","1000 Forms Of Fear (Deluxe Version)","kurstin","5WUlDfRSoLAfcVSX1WnrxN","6FdNvoO5sF4EKwCX9je1MH","C","Minor","C Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,"audio_features","4ZC8hXXqu2hPcDLw9QTdtQ","spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ","https://api.spotify.com/v1/tracks/4ZC8hXXqu2hPcDLw9QTdtQ","https://api.spotify.com/v1/audio-analysis/4ZC8hXXqu2hPcDLw9QTdtQ",201627,4,"Smile","Uncle Kracker","Happy Hour","kurstin","2DnqqkzzDKm3vAoyHtn8So","2MyLXLijtCj7VKGzBM7dyW","E","Major","E Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.557,0.521,9,-7.706,0,0.0411,0.0203,0,0.184,0.207,147.573,"audio_features","7MTHpsxtKVJaBL6e9WXzqD","spotify:track:7MTHpsxtKVJaBL6e9WXzqD","https://api.spotify.com/v1/tracks/7MTHpsxtKVJaBL6e9WXzqD","https://api.spotify.com/v1/audio-analysis/7MTHpsxtKVJaBL6e9WXzqD",181938,3,"The Bridge","d4vd","Petals to Thorns","kurstin","5y8tKLUfMvliMe8IKamR32","3rrrTOHiXGzuW4FP7t0O1A","A","Minor","A Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.585,0.929,9,-4.393,1,0.0357,0.059,0.000614,0.189,0.654,89.962,"audio_features","2PtWinzg0ZXfEP4uiP1A2X","spotify:track:2PtWinzg0ZXfEP4uiP1A2X","https://api.spotify.com/v1/tracks/2PtWinzg0ZXfEP4uiP1A2X","https://api.spotify.com/v1/audio-analysis/2PtWinzg0ZXfEP4uiP1A2X",184000,4,"Can't Break Me Down","Charlie Scene","Outsider","kurstin","1NYRkiWuB3Hx3lT9O6D2JN","5HYtivnTRJElCaLUvesOpm","A","Major","A Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.556,0.684,2,-5.075,1,0.0459,0.0106,0,0.531,0.23,125.189,"audio_features","1gT4R71PKKWcd7kSqAmNWC","spotify:track:1gT4R71PKKWcd7kSqAmNWC","https://api.spotify.com/v1/tracks/1gT4R71PKKWcd7kSqAmNWC","https://api.spotify.com/v1/audio-analysis/1gT4R71PKKWcd7kSqAmNWC",196080,4,"Save Me Now","Mike Perry","Save Me Now","kurstin","6lB8vOoI4DRrrVxXwuV19c","4vJT6er7II3CDCYZsOBoci","D","Major","D Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.499,0.963,5,-4.796,0,0.241,0.00333,0,0.111,0.459,100.509,"audio_features","6x0v6SaLC9E4XY39efEeCs","spotify:track:6x0v6SaLC9E4XY39efEeCs","https://api.spotify.com/v1/tracks/6x0v6SaLC9E4XY39efEeCs","https://api.spotify.com/v1/audio-analysis/6x0v6SaLC9E4XY39efEeCs",190373,4,"You're Never Fully Dressed Without a Smile (2014 Film Version)","Sia","Annie (Original Motion Picture Soundtrack)","kurstin","5WUlDfRSoLAfcVSX1WnrxN","6SHWGGZJPmwfOLInPMEUFW","F","Minor","F Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,"audio_features","1B5VzXPqMlvRw0U4HJY3dJ","spotify:track:1B5VzXPqMlvRw0U4HJY3dJ","https://api.spotify.com/v1/tracks/1B5VzXPqMlvRw0U4HJY3dJ","https://api.spotify.com/v1/audio-analysis/1B5VzXPqMlvRw0U4HJY3dJ",207440,4,"I Wish You Would","Taylor Swift","1989 (Deluxe Edition)","kurstin","06HL4z0CvFAxyc27GXpf02","34OkZVpuzBa9y40DCy0LPR","C","Major","C Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.439,0.972,4,-5.358,1,0.0936,0.0727,0.000297,0.0691,0.781,174.678,"audio_features","5JtRN8PCpxoL03vnIpZXc7","spotify:track:5JtRN8PCpxoL03vnIpZXc7","https://api.spotify.com/v1/tracks/5JtRN8PCpxoL03vnIpZXc7","https://api.spotify.com/v1/audio-analysis/5JtRN8PCpxoL03vnIpZXc7",208800,3,"Firecracker","Josh Turner","Everything Is Fine","kurstin","7vCtweS8UVAXTyau2j0rDT","0n8p2jhoKZ2I2XFJxSviiR","E","Major","E Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.58,0.502,5,-8.166,1,0.0264,0.86,0.44,0.0766,0.481,170.02,"audio_features","34rxNLSGAcmsjBJtpZHRtW","spotify:track:34rxNLSGAcmsjBJtpZHRtW","https://api.spotify.com/v1/tracks/34rxNLSGAcmsjBJtpZHRtW","https://api.spotify.com/v1/audio-analysis/34rxNLSGAcmsjBJtpZHRtW",294501,4,"Sweet Kisses","Freddie Fox","Limitless","kurstin","3LF2PC0GYS2TXXWTXjxiNr","3iE43BPltF4nvTGrSynFLL","F","Major","F Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,"audio_features","5tsI3xxDHDgzHhn30LTQNz","spotify:track:5tsI3xxDHDgzHhn30LTQNz","https://api.spotify.com/v1/tracks/5tsI3xxDHDgzHhn30LTQNz","https://api.spotify.com/v1/audio-analysis/5tsI3xxDHDgzHhn30LTQNz",268566,4,"These Days","mike.","This Isn't The Album","kurstin","5G9kmDLg3OeUyj8KVBLzbu","6HiGOyRSF5SiFh5Yv5mEu5","D","Major","D Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.295,0.41,11,-12.014,1,0.0443,0.000596,0.0276,0.101,0.312,121.398,"audio_features","7o3DV1szMH5Fd38f1QwgPO","spotify:track:7o3DV1szMH5Fd38f1QwgPO","https://api.spotify.com/v1/tracks/7o3DV1szMH5Fd38f1QwgPO","https://api.spotify.com/v1/audio-analysis/7o3DV1szMH5Fd38f1QwgPO",167067,4,"Overture - From 'The Phantom Of The Opera' Motion Picture","Andrew Lloyd Webber","The Phantom Of The Opera (Original Motion Picture Soundtrack)","kurstin","4aP1lp10BRYZO658B2NwkG","1zwEN9cLtWg39zFJnj8brt","B","Major","B Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.669,0.667,11,-5.376,0,0.0462,0.156,3.77e-06,0.131,0.338,97.968,"audio_features","3W0GRsBgcb4ebRdG6X6nQp","spotify:track:3W0GRsBgcb4ebRdG6X6nQp","https://api.spotify.com/v1/tracks/3W0GRsBgcb4ebRdG6X6nQp","https://api.spotify.com/v1/audio-analysis/3W0GRsBgcb4ebRdG6X6nQp",153710,4,"Maybe This Time","Joshua Bassett","High School Musical: The Musical: The Series (Original Soundtrack/The Final Season)","kurstin","4VdV2qRAYBLINR6uU72V1J","4lgerEl1WmufPna1oqpsQZ","B","Minor","B Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,"audio_features","5Tl0HJvynZtKdSUMKbFVVX","spotify:track:5Tl0HJvynZtKdSUMKbFVVX","https://api.spotify.com/v1/tracks/5Tl0HJvynZtKdSUMKbFVVX","https://api.spotify.com/v1/audio-analysis/5Tl0HJvynZtKdSUMKbFVVX",238467,4,"Hard Knock Life (Ghetto Anthem)","JAY-Z","Vol.2... Hard Knock Life","kurstin","3nFkdlSjzX9mRTtwJOzDYB","3j1xCJdBMCl6wYQXurz2tb","A♯, B♭","Minor","A♯, B♭ Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.795,0.814,0,-3.945,1,0.4,0.0736,0,0.117,0.68,160.039,"audio_features","0WNfQxDGaPTl0yogcMR5v1","spotify:track:0WNfQxDGaPTl0yogcMR5v1","https://api.spotify.com/v1/tracks/0WNfQxDGaPTl0yogcMR5v1","https://api.spotify.com/v1/audio-analysis/0WNfQxDGaPTl0yogcMR5v1",209811,4,"Tomorrow 2 (with Cardi B)","GloRilla","Anyways, Life’s Great…","kurstin","2qoQgPAilErOKCwE2Y8wOG","1kLWQJYzHP0kX6peGevMkC","C","Major","C Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.489,0.283,9,-15.526,1,0.0417,0.57,8e-06,0.417,0.473,155.088,"audio_features","19iTg6JTX0bT0Nzu1lleQR","spotify:track:19iTg6JTX0bT0Nzu1lleQR","https://api.spotify.com/v1/tracks/19iTg6JTX0bT0Nzu1lleQR","https://api.spotify.com/v1/audio-analysis/19iTg6JTX0bT0Nzu1lleQR",214960,4,"I Think I'm Gonna Like It Here","Aileen Quinn","Annie (Original Motion Picture Soundtrack)","kurstin","6iQtJpslakhRaRujekcE2J","0MVa9A8tUgkPz1TJnX0C6C","A","Major","A Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.256,0.0443,5,-22.302,1,0.0443,0.963,0.899,0.112,0.0509,179.522,"audio_features","52TMrxqZNw2TcWbJVbEpPv","spotify:track:52TMrxqZNw2TcWbJVbEpPv","https://api.spotify.com/v1/tracks/52TMrxqZNw2TcWbJVbEpPv","https://api.spotify.com/v1/audio-analysis/52TMrxqZNw2TcWbJVbEpPv",133448,3,"Moonquake","DJ Saad Akzaha","Moonquake","kurstin","6MbKFgoNtbY86SwAvpXzbH","787yoD2xhvzqbccFeRycts","F","Major","F Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.769,0.619,11,-4.403,0,0.0423,0.115,0,0.112,0.796,113.961,"audio_features","7pt9UpYjDqpx7Ctcr0yeDS","spotify:track:7pt9UpYjDqpx7Ctcr0yeDS","https://api.spotify.com/v1/tracks/7pt9UpYjDqpx7Ctcr0yeDS","https://api.spotify.com/v1/audio-analysis/7pt9UpYjDqpx7Ctcr0yeDS",137800,4,"Little Girls - From the Annie (2014) Original Movie Soundtrack","Cameron Diaz","Annie (Original Motion Picture Soundtrack)","kurstin","1lrL3Lwyoyij9dFwSayDsV","6SHWGGZJPmwfOLInPMEUFW","B","Minor","B Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.32,0.295,7,-7.081,0,0.0304,0.857,0,0.0828,0.16,119.802,"audio_features","4RlEfpp0p8TzRwseTUA4fp","spotify:track:4RlEfpp0p8TzRwseTUA4fp","https://api.spotify.com/v1/tracks/4RlEfpp0p8TzRwseTUA4fp","https://api.spotify.com/v1/audio-analysis/4RlEfpp0p8TzRwseTUA4fp",186147,5,"Opportunity","Quvenzhané Wallis","Annie (Original Motion Picture Soundtrack)","kurstin","0xcfJSVb1IoxDnkFFWpEXz","6SHWGGZJPmwfOLInPMEUFW","G","Minor","G Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.463,0.704,4,-5.742,1,0.0336,0.281,0,0.18,0.487,114.792,"audio_features","3XwjdPS1gZKm9z6FNbfxjU","spotify:track:3XwjdPS1gZKm9z6FNbfxjU","https://api.spotify.com/v1/tracks/3XwjdPS1gZKm9z6FNbfxjU","https://api.spotify.com/v1/audio-analysis/3XwjdPS1gZKm9z6FNbfxjU",136360,4,"Easy Street (2014 Film Version)","Cameron Diaz","Annie (Original Motion Picture Soundtrack)","kurstin","1lrL3Lwyoyij9dFwSayDsV","6SHWGGZJPmwfOLInPMEUFW","E","Major","E Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.585,0.649,5,-7.045,1,0.0357,0.301,0.000253,0.0901,0.437,102.004,"audio_features","1KKTKUFmFLZmEhbUyj47jN","spotify:track:1KKTKUFmFLZmEhbUyj47jN","https://api.spotify.com/v1/tracks/1KKTKUFmFLZmEhbUyj47jN","https://api.spotify.com/v1/audio-analysis/1KKTKUFmFLZmEhbUyj47jN",207067,4,"Who Am I","NEEDTOBREATHE","Out of Body","kurstin","610EjgFatGvVPtib97jQ8G","65WwczdrIsAOeBwyL3EFxf","F","Major","F Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.535,0.447,5,-8.569,1,0.0612,0.326,0,0.192,0.331,97.611,"audio_features","34TY5bMvFrfPlZ7jqeGxi4","spotify:track:34TY5bMvFrfPlZ7jqeGxi4","https://api.spotify.com/v1/tracks/34TY5bMvFrfPlZ7jqeGxi4","https://api.spotify.com/v1/audio-analysis/34TY5bMvFrfPlZ7jqeGxi4",367989,4,"I Don't Need Your Love","SIX","Six: The Musical (Studio Cast Recording)","kurstin","1VbWMsap5Ex2erHPlmndr0","5jTDaLFNQovRyjNcWe4cZh","F","Major","F Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.506,0.823,4,-4.513,1,0.0265,0.000445,4.74e-06,0.673,0.731,90.391,"audio_features","4Bgkhhl79PhshbfxyVLNZY","spotify:track:4Bgkhhl79PhshbfxyVLNZY","https://api.spotify.com/v1/tracks/4Bgkhhl79PhshbfxyVLNZY","https://api.spotify.com/v1/audio-analysis/4Bgkhhl79PhshbfxyVLNZY",91413,4,"Tomorrow (Reprise)","Annie (Original Motion Picture Soundtrack) Cast","Annie (Original Motion Picture Soundtrack)","kurstin","4P6hTbpEY1t9XMnxdmEJrc","6SHWGGZJPmwfOLInPMEUFW","E","Major","E Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.32,0.295,7,-7.081,0,0.0304,0.857,0,0.0828,0.16,119.802,"audio_features","4RlEfpp0p8TzRwseTUA4fp","spotify:track:4RlEfpp0p8TzRwseTUA4fp","https://api.spotify.com/v1/tracks/4RlEfpp0p8TzRwseTUA4fp","https://api.spotify.com/v1/audio-analysis/4RlEfpp0p8TzRwseTUA4fp",186147,5,"Opportunity","Quvenzhané Wallis","Annie (Original Motion Picture Soundtrack)","kurstin","0xcfJSVb1IoxDnkFFWpEXz","6SHWGGZJPmwfOLInPMEUFW","G","Minor","G Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.664,0.808,0,-6.477,1,0.0726,0.0225,2.44e-05,0.259,0.409,98.044,"audio_features","7jpSvCrFev9EBb5RSmoRTa","spotify:track:7jpSvCrFev9EBb5RSmoRTa","https://api.spotify.com/v1/tracks/7jpSvCrFev9EBb5RSmoRTa","https://api.spotify.com/v1/audio-analysis/7jpSvCrFev9EBb5RSmoRTa",273480,4,"Standing on the Sun Remix (feat. Mr. Vegas)","Beyoncé","BEYONCÉ [Platinum Edition]","kurstin","6vWDO969PvNqNYHIOW5v0m","2UJwKSBUz6rtW4QLK74kQu","C","Major","C Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.808,0.577,6,-7.416,1,0.0566,0.0303,3.36e-06,0.156,0.327,139.864,"audio_features","2ZZ0ITwRqitCvddi2CGfgq","spotify:track:2ZZ0ITwRqitCvddi2CGfgq","https://api.spotify.com/v1/tracks/2ZZ0ITwRqitCvddi2CGfgq","https://api.spotify.com/v1/audio-analysis/2ZZ0ITwRqitCvddi2CGfgq",187160,4,"IF YOU WANT IT","Rex Orange County","WHO CARES?","kurstin","7pbDxGE6nQSZVfiFdq9lOL","2yI4m5Yu2tl8v0It5P9WVz","F♯, G♭","Major","F♯, G♭ Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.643,0.868,11,-2.715,0,0.146,0.00674,0,0.0691,0.657,159.874,"audio_features","2L7hSYdvF0CtaM6JisfKEG","spotify:track:2L7hSYdvF0CtaM6JisfKEG","https://api.spotify.com/v1/tracks/2L7hSYdvF0CtaM6JisfKEG","https://api.spotify.com/v1/audio-analysis/2L7hSYdvF0CtaM6JisfKEG",178387,4,"FREEZE","Stray Kids","ODDINARY","kurstin","2dIgFjalVxs4ThymZ67YCE","0Gmf4pfe0POEQq2FgGAj2q","B","Minor","B Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935,"audio_features","19a3JfW8BQwqHWUMbcqSx8","spotify:track:19a3JfW8BQwqHWUMbcqSx8","https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8","https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8",196040,4,"Famous","Kanye West","The Life Of Pablo","kurstin","5K4W6rqBFWDnAN6FQUkS6x","7gsWAHLeT0w7es6FofOXk1","F♯, G♭","Major","F♯, G♭ Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.718,0.79,7,-6.652,1,0.0295,0.0146,0.00084,0.17,0.609,121.916,"audio_features","76aAX1e1rOsOAfvz5npaWn","spotify:track:76aAX1e1rOsOAfvz5npaWn","https://api.spotify.com/v1/tracks/76aAX1e1rOsOAfvz5npaWn","https://api.spotify.com/v1/audio-analysis/76aAX1e1rOsOAfvz5npaWn",223947,4,"Kinky Devil","Cursive is Code","The 1200 Bar Blues","kurstin","0ZcbibpTleIw5QBOBrMHX9","2adGQ6xFstnFTLOiwpT6sL","G","Major","G Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,"audio_features","7FC9Lng8iXU081lbigu8m8","spotify:track:7FC9Lng8iXU081lbigu8m8","https://api.spotify.com/v1/tracks/7FC9Lng8iXU081lbigu8m8","https://api.spotify.com/v1/audio-analysis/7FC9Lng8iXU081lbigu8m8",198733,4,"Heartbeat Song","Kelly Clarkson","Piece By Piece (Deluxe Version)","kurstin","3BmGtnKgCSGYIUhmivXKWX","7oKtXc3FkeOZTCB88YugON","F♯, G♭","Major","F♯, G♭ Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,"audio_features","7qEHsqek33rTcFNT9PFqLf","spotify:track:7qEHsqek33rTcFNT9PFqLf","https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf","https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf",182161,4,"Someone You Loved","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","kurstin","4GNC7GD6oZMSxPGyXy4MNB","5658aM19fA3JVwTK6eQX70","C♯, D♭","Major","C♯, D♭ Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.59,0.808,1,-6.728,1,0.0408,0.000953,1.53e-06,0.0918,0.601,106.029,"audio_features","2NELtMgQ8HSdrGrYQPLnC3","spotify:track:2NELtMgQ8HSdrGrYQPLnC3","https://api.spotify.com/v1/tracks/2NELtMgQ8HSdrGrYQPLnC3","https://api.spotify.com/v1/audio-analysis/2NELtMgQ8HSdrGrYQPLnC3",257747,4,"Piece by Piece","Kelly Clarkson","Piece By Piece (Deluxe Version)","kurstin","3BmGtnKgCSGYIUhmivXKWX","7oKtXc3FkeOZTCB88YugON","C♯, D♭","Major","C♯, D♭ Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.694,0.228,7,-19.114,1,0.038,0.828,0.867,0.124,0.0591,119.978,"audio_features","71w5HJy5riFnqgJcoHWNxX","spotify:track:71w5HJy5riFnqgJcoHWNxX","https://api.spotify.com/v1/tracks/71w5HJy5riFnqgJcoHWNxX","https://api.spotify.com/v1/audio-analysis/71w5HJy5riFnqgJcoHWNxX",116000,4,"I Had A Dream","sad.exe","I Had A Dream","kurstin","58nBLRzz5Y98DvumyLq7dP","1ZddJ0LoC7OUAPPIfjV2hK","G","Major","G Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.393,0.903,0,-5.372,0,0.376,0.0789,0,0.0776,0.168,187.789,"audio_features","4rc2I7LtZj1dNP4GbIluFs","spotify:track:4rc2I7LtZj1dNP4GbIluFs","https://api.spotify.com/v1/tracks/4rc2I7LtZj1dNP4GbIluFs","https://api.spotify.com/v1/audio-analysis/4rc2I7LtZj1dNP4GbIluFs",235267,4,"Let Your Tears Fall","Kelly Clarkson","Piece By Piece (Deluxe Version)","kurstin","3BmGtnKgCSGYIUhmivXKWX","2puALR81qCmKmbOyuHAI94","C","Minor","C Minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,"audio_features","0GVuLQtPXFaL18ijEOqoAa","spotify:track:0GVuLQtPXFaL18ijEOqoAa","https://api.spotify.com/v1/tracks/0GVuLQtPXFaL18ijEOqoAa","https://api.spotify.com/v1/audio-analysis/0GVuLQtPXFaL18ijEOqoAa",234360,3,"Tightrope","Michelle Williams","The Greatest Showman (Original Motion Picture Soundtrack)","kurstin","2LAqcqAQ8KPTsl1HBgBrqM","7ayBZIe1FHkNv0T5xFCX6F","A","Major","A Major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
