danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,artist_name,album_name,producer,artist_id,album_id,key_name,mode_name,key_mode,Unnamed: 0,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,track_id,artists,available_markets,disc_number,explicit,is_local,track_preview_url,track_number,track_uri,external_urls.spotify
0.364,0.167,7,-12.168,1,0.0361,0.867,0.00116,0.358,0.143,121.218,track,NA,NA,https://api.spotify.com/v1/tracks/3KbOflJ5JqHWtmco4PiO3h,https://api.spotify.com/v1/audio-analysis/3KbOflJ5JqHWtmco4PiO3h,295201,4,The Grants,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,other,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,G,major,G major,1,album,NA,2023-03-24,2023,day,3KbOflJ5JqHWtmco4PiO3h,NA,NA,1,FALSE,FALSE,NA,1,spotify:track:3KbOflJ5JqHWtmco4PiO3h,https://open.spotify.com/track/3KbOflJ5JqHWtmco4PiO3h
0.457,0.343,0,-9.387,1,0.0305,0.805,0.0182,0.12,0.0562,119.94,track,NA,NA,https://api.spotify.com/v1/tracks/0HEzuLLojblUOaUSdmJ9gl,https://api.spotify.com/v1/audio-analysis/0HEzuLLojblUOaUSdmJ9gl,285050,4,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,other,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,C,major,C major,2,album,NA,2023-03-24,2023,day,0HEzuLLojblUOaUSdmJ9gl,NA,NA,1,TRUE,FALSE,NA,2,spotify:track:0HEzuLLojblUOaUSdmJ9gl,https://open.spotify.com/track/0HEzuLLojblUOaUSdmJ9gl
0.326,0.245,0,-12.337,1,0.0293,0.958,0.00389,0.157,0.0695,126.725,track,NA,NA,https://api.spotify.com/v1/tracks/6x8g6DxglrzCSwKhv2Q1ee,https://api.spotify.com/v1/audio-analysis/6x8g6DxglrzCSwKhv2Q1ee,215295,4,Sweet,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,other,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,C,major,C major,3,album,NA,2023-03-24,2023,day,6x8g6DxglrzCSwKhv2Q1ee,NA,NA,1,TRUE,FALSE,NA,3,spotify:track:6x8g6DxglrzCSwKhv2Q1ee,https://open.spotify.com/track/6x8g6DxglrzCSwKhv2Q1ee
0.421,0.247,10,-14.655,1,0.143,0.665,0.375,0.115,0.139,161.468,track,NA,NA,https://api.spotify.com/v1/tracks/5nW4z3pfZgJAJ2QTCz9AIE,https://api.spotify.com/v1/audio-analysis/5nW4z3pfZgJAJ2QTCz9AIE,433916,4,A&W,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,A#,major,A# major,4,album,NA,2023-03-24,2023,day,5nW4z3pfZgJAJ2QTCz9AIE,NA,NA,1,TRUE,FALSE,NA,4,spotify:track:5nW4z3pfZgJAJ2QTCz9AIE,https://open.spotify.com/track/5nW4z3pfZgJAJ2QTCz9AIE
0.476,0.33,9,-10.48,1,0.102,0.96,4.39E-05,0.221,0.368,77.111,track,NA,NA,https://api.spotify.com/v1/tracks/4fFqFgMDP9lY8tqEoArFGq,https://api.spotify.com/v1/audio-analysis/4fFqFgMDP9lY8tqEoArFGq,276757,4,Judah Smith Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,A,major,A major,5,album,NA,2023-03-24,2023,day,4fFqFgMDP9lY8tqEoArFGq,NA,NA,1,FALSE,FALSE,NA,5,spotify:track:4fFqFgMDP9lY8tqEoArFGq,https://open.spotify.com/track/4fFqFgMDP9lY8tqEoArFGq
0.343,0.142,11,-16.432,0,0.0395,0.871,0.0103,0.0915,0.0799,116.295,track,NA,NA,https://api.spotify.com/v1/tracks/3MlEryrxCKZkcfX18ZLX96,https://api.spotify.com/v1/audio-analysis/3MlEryrxCKZkcfX18ZLX96,314520,4,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,other,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,B,minor,B minor,6,album,NA,2023-03-24,2023,day,3MlEryrxCKZkcfX18ZLX96,NA,NA,1,FALSE,FALSE,NA,6,spotify:track:3MlEryrxCKZkcfX18ZLX96,https://open.spotify.com/track/3MlEryrxCKZkcfX18ZLX96
0.291,0.319,9,-11.651,1,0.034,0.983,0.55,0.0627,0.0653,103.496,track,NA,NA,https://api.spotify.com/v1/tracks/2JFVBojvTHpSZLoyowuZys,https://api.spotify.com/v1/audio-analysis/2JFVBojvTHpSZLoyowuZys,213435,4,Jon Batiste Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,A,major,A major,7,album,NA,2023-03-24,2023,day,2JFVBojvTHpSZLoyowuZys,NA,NA,1,FALSE,FALSE,NA,7,spotify:track:2JFVBojvTHpSZLoyowuZys,https://open.spotify.com/track/2JFVBojvTHpSZLoyowuZys
0.447,0.0858,9,-15.806,1,0.042,0.984,0.00331,0.242,0.173,116.091,track,NA,NA,https://api.spotify.com/v1/tracks/4VL310GGX3b2ixL3sV0Je8,https://api.spotify.com/v1/audio-analysis/4VL310GGX3b2ixL3sV0Je8,378951,4,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,A,major,A major,8,album,NA,2023-03-24,2023,day,4VL310GGX3b2ixL3sV0Je8,NA,NA,1,FALSE,FALSE,NA,8,spotify:track:4VL310GGX3b2ixL3sV0Je8,https://open.spotify.com/track/4VL310GGX3b2ixL3sV0Je8
0.439,0.192,5,-13.564,1,0.0418,0.924,0.000643,0.158,0.0786,124.232,track,NA,NA,https://api.spotify.com/v1/tracks/1BUckPDAi8NYfLN7EiQcQA,https://api.spotify.com/v1/audio-analysis/1BUckPDAi8NYfLN7EiQcQA,348256,3,Fingertips,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,other,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,F,major,F major,9,album,NA,2023-03-24,2023,day,1BUckPDAi8NYfLN7EiQcQA,NA,NA,1,TRUE,FALSE,NA,9,spotify:track:1BUckPDAi8NYfLN7EiQcQA,https://open.spotify.com/track/1BUckPDAi8NYfLN7EiQcQA
0.315,0.102,0,-17.621,0,0.034,0.985,0.0512,0.109,0.185,169.69,track,NA,NA,https://api.spotify.com/v1/tracks/0Oqxt6JixieLHbwMfnJGWO,https://api.spotify.com/v1/audio-analysis/0Oqxt6JixieLHbwMfnJGWO,206722,3,"Paris, Texas (feat. SYML)",Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,C,minor,C minor,10,album,NA,2023-03-24,2023,day,0Oqxt6JixieLHbwMfnJGWO,NA,NA,1,FALSE,FALSE,NA,10,spotify:track:0Oqxt6JixieLHbwMfnJGWO,https://open.spotify.com/track/0Oqxt6JixieLHbwMfnJGWO
0.348,0.224,8,-10.36,1,0.0321,0.936,0.0225,0.297,0.0818,79.608,track,NA,NA,https://api.spotify.com/v1/tracks/55LnC7VuUvayQ3fW0CvDL6,https://api.spotify.com/v1/audio-analysis/55LnC7VuUvayQ3fW0CvDL6,240287,4,Grandfather please stand on the shoulders of my father while he's deep-sea fishing (feat. RIOPY),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,G#,major,G# major,11,album,NA,2023-03-24,2023,day,55LnC7VuUvayQ3fW0CvDL6,NA,NA,1,FALSE,FALSE,NA,11,spotify:track:55LnC7VuUvayQ3fW0CvDL6,https://open.spotify.com/track/55LnC7VuUvayQ3fW0CvDL6
0.327,0.452,9,-9.726,1,0.0277,0.344,0.00332,0.11,0.202,132.427,track,NA,NA,https://api.spotify.com/v1/tracks/4qG7hWhljsqqENL5PaLA2z,https://api.spotify.com/v1/audio-analysis/4qG7hWhljsqqENL5PaLA2z,278126,4,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,other,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,A,major,A major,12,album,NA,2023-03-24,2023,day,4qG7hWhljsqqENL5PaLA2z,NA,NA,1,FALSE,FALSE,NA,12,spotify:track:4qG7hWhljsqqENL5PaLA2z,https://open.spotify.com/track/4qG7hWhljsqqENL5PaLA2z
0.452,0.247,9,-13.24,1,0.033,0.972,0.132,0.0577,0.216,102.412,track,NA,NA,https://api.spotify.com/v1/tracks/1o82DwNisONAd2mu1RcGE6,https://api.spotify.com/v1/audio-analysis/1o82DwNisONAd2mu1RcGE6,339890,4,Margaret (feat. Bleachers),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,A,major,A major,13,album,NA,2023-03-24,2023,day,1o82DwNisONAd2mu1RcGE6,NA,NA,1,FALSE,FALSE,NA,13,spotify:track:1o82DwNisONAd2mu1RcGE6,https://open.spotify.com/track/1o82DwNisONAd2mu1RcGE6
0.529,0.235,3,-15.226,1,0.045,0.949,0.000259,0.26,0.0659,89.042,track,NA,NA,https://api.spotify.com/v1/tracks/4Cg9XRHLP3s5ZiQaIdL4zW,https://api.spotify.com/v1/audio-analysis/4Cg9XRHLP3s5ZiQaIdL4zW,242548,4,Fishtail,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,D#,major,D# major,14,album,NA,2023-03-24,2023,day,4Cg9XRHLP3s5ZiQaIdL4zW,NA,NA,1,FALSE,FALSE,NA,14,spotify:track:4Cg9XRHLP3s5ZiQaIdL4zW,https://open.spotify.com/track/4Cg9XRHLP3s5ZiQaIdL4zW
0.487,0.515,4,-11.767,0,0.19,0.633,0.176,0.111,0.35,156.738,track,NA,NA,https://api.spotify.com/v1/tracks/2Rlso2ZNV0PaWwUYeeBYxx,https://api.spotify.com/v1/audio-analysis/2Rlso2ZNV0PaWwUYeeBYxx,248928,4,Peppers (feat. Tommy Genesis),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,E,minor,E minor,15,album,NA,2023-03-24,2023,day,2Rlso2ZNV0PaWwUYeeBYxx,NA,NA,1,TRUE,FALSE,NA,15,spotify:track:2Rlso2ZNV0PaWwUYeeBYxx,https://open.spotify.com/track/2Rlso2ZNV0PaWwUYeeBYxx
0.382,0.366,9,-12.146,0,0.0591,0.625,0.107,0.112,0.0395,157.862,track,NA,NA,https://api.spotify.com/v1/tracks/79wgotDiVZml9PiTtNtYBA,https://api.spotify.com/v1/audio-analysis/79wgotDiVZml9PiTtNtYBA,353277,4,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,antonoff,00FQb4jTyendYWaN8pK0wa,5HOHne1wzItQlIYmLXLYfZ,A,minor,A minor,16,album,NA,2023-03-24,2023,day,79wgotDiVZml9PiTtNtYBA,NA,NA,1,TRUE,FALSE,NA,16,spotify:track:79wgotDiVZml9PiTtNtYBA,https://open.spotify.com/track/79wgotDiVZml9PiTtNtYBA
0.424,0.318,2,-9.915,0,0.0427,0.824,0.000542,0.114,0.102,119.396,track,NA,NA,https://api.spotify.com/v1/tracks/4brdb8L2Cy3e9AN8IfV9l8,https://api.spotify.com/v1/audio-analysis/4brdb8L2Cy3e9AN8IfV9l8,303227,3,Text Book,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,D,minor,D minor,17,album,NA,2021-10-22,2021,day,4brdb8L2Cy3e9AN8IfV9l8,NA,NA,1,FALSE,FALSE,NA,1,spotify:track:4brdb8L2Cy3e9AN8IfV9l8,https://open.spotify.com/track/4brdb8L2Cy3e9AN8IfV9l8
0.373,0.114,5,-13.171,1,0.041,0.937,4.73E-05,0.104,0.172,90.945,track,NA,NA,https://api.spotify.com/v1/tracks/4U9ACZETPOqGuJkWtjkjLF,https://api.spotify.com/v1/audio-analysis/4U9ACZETPOqGuJkWtjkjLF,293692,1,Blue Banisters,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,F,major,F major,18,album,NA,2021-10-22,2021,day,4U9ACZETPOqGuJkWtjkjLF,NA,NA,1,FALSE,FALSE,NA,2,spotify:track:4U9ACZETPOqGuJkWtjkjLF,https://open.spotify.com/track/4U9ACZETPOqGuJkWtjkjLF
0.323,0.106,10,-10.374,1,0.0323,0.97,5.94E-05,0.108,0.158,91.455,track,NA,NA,https://api.spotify.com/v1/tracks/3EZTyh1wJEmreJH1aULPCj,https://api.spotify.com/v1/audio-analysis/3EZTyh1wJEmreJH1aULPCj,263399,4,Arcadia,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,A#,major,A# major,19,album,NA,2021-10-22,2021,day,3EZTyh1wJEmreJH1aULPCj,NA,NA,1,FALSE,FALSE,NA,3,spotify:track:3EZTyh1wJEmreJH1aULPCj,https://open.spotify.com/track/3EZTyh1wJEmreJH1aULPCj
0.376,0.493,2,-14.03,1,0.0372,0.000689,0.901,0.153,0.119,102.845,track,NA,NA,https://api.spotify.com/v1/tracks/5rmIMPXAlfidbd9f2AfwlQ,https://api.spotify.com/v1/audio-analysis/5rmIMPXAlfidbd9f2AfwlQ,75960,4,Interlude - The Trio,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,D,major,D major,20,album,NA,2021-10-22,2021,day,5rmIMPXAlfidbd9f2AfwlQ,NA,NA,1,FALSE,FALSE,NA,4,spotify:track:5rmIMPXAlfidbd9f2AfwlQ,https://open.spotify.com/track/5rmIMPXAlfidbd9f2AfwlQ
0.418,0.377,11,-11.612,1,0.0738,0.852,4.61E-05,0.374,0.283,113.936,track,NA,NA,https://api.spotify.com/v1/tracks/2LQGoKFKkZ9yk3UeYFj2xo,https://api.spotify.com/v1/audio-analysis/2LQGoKFKkZ9yk3UeYFj2xo,318040,4,Black Bathing Suit,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,B,major,B major,21,album,NA,2021-10-22,2021,day,2LQGoKFKkZ9yk3UeYFj2xo,NA,NA,1,TRUE,FALSE,NA,5,spotify:track:2LQGoKFKkZ9yk3UeYFj2xo,https://open.spotify.com/track/2LQGoKFKkZ9yk3UeYFj2xo
0.641,0.346,0,-9.508,1,0.036,0.913,3.99E-05,0.104,0.187,122.101,track,NA,NA,https://api.spotify.com/v1/tracks/1RPsOAaHaRu8JlVdeaciuL,https://api.spotify.com/v1/audio-analysis/1RPsOAaHaRu8JlVdeaciuL,265186,4,If You Lie Down With Me,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,C,major,C major,22,album,NA,2021-10-22,2021,day,1RPsOAaHaRu8JlVdeaciuL,NA,NA,1,FALSE,FALSE,NA,6,spotify:track:1RPsOAaHaRu8JlVdeaciuL,https://open.spotify.com/track/1RPsOAaHaRu8JlVdeaciuL
0.552,0.202,6,-10.685,1,0.043,0.96,0.00154,0.225,0.237,78.021,track,NA,NA,https://api.spotify.com/v1/tracks/5uPpzqixdzAMXprr4P5aT5,https://api.spotify.com/v1/audio-analysis/5uPpzqixdzAMXprr4P5aT5,215760,4,Beautiful,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,F#,major,F# major,23,album,NA,2021-10-22,2021,day,5uPpzqixdzAMXprr4P5aT5,NA,NA,1,FALSE,FALSE,NA,7,spotify:track:5uPpzqixdzAMXprr4P5aT5,https://open.spotify.com/track/5uPpzqixdzAMXprr4P5aT5
0.513,0.21,10,-10.472,1,0.0301,0.922,0,0.123,0.14,88.021,track,NA,NA,https://api.spotify.com/v1/tracks/5yrAkKml7mtzmPPbjB2qTC,https://api.spotify.com/v1/audio-analysis/5yrAkKml7mtzmPPbjB2qTC,255040,4,Violets for Roses,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,A#,major,A# major,24,album,NA,2021-10-22,2021,day,5yrAkKml7mtzmPPbjB2qTC,NA,NA,1,FALSE,FALSE,NA,8,spotify:track:5yrAkKml7mtzmPPbjB2qTC,https://open.spotify.com/track/5yrAkKml7mtzmPPbjB2qTC
0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,130.08,track,NA,NA,https://api.spotify.com/v1/tracks/7iqQz931tn59mK6IZ3knRx,https://api.spotify.com/v1/audio-analysis/7iqQz931tn59mK6IZ3knRx,274293,4,Dealer,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,C,minor,C minor,25,album,NA,2021-10-22,2021,day,7iqQz931tn59mK6IZ3knRx,NA,NA,1,TRUE,FALSE,NA,9,spotify:track:7iqQz931tn59mK6IZ3knRx,https://open.spotify.com/track/7iqQz931tn59mK6IZ3knRx
0.483,0.475,3,-8.442,1,0.0291,0.674,0.00167,0.115,0.237,73.862,track,NA,NA,https://api.spotify.com/v1/tracks/4y9vLiQ9mQb6XNEtc4K6ou,https://api.spotify.com/v1/audio-analysis/4y9vLiQ9mQb6XNEtc4K6ou,259466,4,Thunder,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,D#,major,D# major,26,album,NA,2021-10-22,2021,day,4y9vLiQ9mQb6XNEtc4K6ou,NA,NA,1,TRUE,FALSE,NA,10,spotify:track:4y9vLiQ9mQb6XNEtc4K6ou,https://open.spotify.com/track/4y9vLiQ9mQb6XNEtc4K6ou
0.547,0.205,7,-10.021,0,0.0277,0.873,0.0502,0.113,0.222,105.745,track,NA,NA,https://api.spotify.com/v1/tracks/7fvTXmlzhOUE7WUD6aJC4N,https://api.spotify.com/v1/audio-analysis/7fvTXmlzhOUE7WUD6aJC4N,287840,3,Wildflower Wildfire,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,G,minor,G minor,27,album,NA,2021-10-22,2021,day,7fvTXmlzhOUE7WUD6aJC4N,NA,NA,1,FALSE,FALSE,NA,11,spotify:track:7fvTXmlzhOUE7WUD6aJC4N,https://open.spotify.com/track/7fvTXmlzhOUE7WUD6aJC4N
0.447,0.165,10,-9.275,1,0.0342,0.888,1.4E-06,0.177,0.122,101.758,track,NA,NA,https://api.spotify.com/v1/tracks/3qydJy5jc1UslvHkm3Hrve,https://api.spotify.com/v1/audio-analysis/3qydJy5jc1UslvHkm3Hrve,259893,4,Nectar Of The Gods,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,A#,major,A# major,28,album,NA,2021-10-22,2021,day,3qydJy5jc1UslvHkm3Hrve,NA,NA,1,TRUE,FALSE,NA,12,spotify:track:3qydJy5jc1UslvHkm3Hrve,https://open.spotify.com/track/3qydJy5jc1UslvHkm3Hrve
0.402,0.219,7,-9.244,1,0.0318,0.935,0.0034,0.102,0.166,126.595,track,NA,NA,https://api.spotify.com/v1/tracks/6pZ9Nj3vzj1RW4ZkR9GcQ9,https://api.spotify.com/v1/audio-analysis/6pZ9Nj3vzj1RW4ZkR9GcQ9,241426,4,Living Legend,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,G,major,G major,29,album,NA,2021-10-22,2021,day,6pZ9Nj3vzj1RW4ZkR9GcQ9,NA,NA,1,FALSE,FALSE,NA,13,spotify:track:6pZ9Nj3vzj1RW4ZkR9GcQ9,https://open.spotify.com/track/6pZ9Nj3vzj1RW4ZkR9GcQ9
0.413,0.119,7,-12.499,1,0.0348,0.982,0.00219,0.112,0.216,111.11,track,NA,NA,https://api.spotify.com/v1/tracks/6bGevdEVEoEbLK72WFfIYR,https://api.spotify.com/v1/audio-analysis/6bGevdEVEoEbLK72WFfIYR,197933,4,Cherry Blossom,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,G,major,G major,30,album,NA,2021-10-22,2021,day,6bGevdEVEoEbLK72WFfIYR,NA,NA,1,FALSE,FALSE,NA,14,spotify:track:6bGevdEVEoEbLK72WFfIYR,https://open.spotify.com/track/6bGevdEVEoEbLK72WFfIYR
0.45,0.148,1,-11.802,1,0.0569,0.976,0.000409,0.107,0.0758,79.727,track,NA,NA,https://api.spotify.com/v1/tracks/1Hezl8gsPpfK3N2by41Wxb,https://api.spotify.com/v1/audio-analysis/1Hezl8gsPpfK3N2by41Wxb,201779,5,Sweet Carolina,Lana Del Rey,Blue Banisters,other,00FQb4jTyendYWaN8pK0wa,2wwCc6fcyhp1tfY3J6Javr,C#,major,C# major,31,album,NA,2021-10-22,2021,day,1Hezl8gsPpfK3N2by41Wxb,NA,NA,1,TRUE,FALSE,NA,15,spotify:track:1Hezl8gsPpfK3N2by41Wxb,https://open.spotify.com/track/1Hezl8gsPpfK3N2by41Wxb
0.493,0.263,0,-12.805,1,0.0351,0.926,0,0.0879,0.158,122.792,track,NA,NA,https://api.spotify.com/v1/tracks/4Hl9rOqYomojCmxYfr25im,https://api.spotify.com/v1/audio-analysis/4Hl9rOqYomojCmxYfr25im,333710,4,White Dress,Lana Del Rey,Chemtrails Over The Country Club,antonoff,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,C,major,C major,32,album,NA,2021-03-19,2021,day,4Hl9rOqYomojCmxYfr25im,NA,NA,1,FALSE,FALSE,NA,1,spotify:track:4Hl9rOqYomojCmxYfr25im,https://open.spotify.com/track/4Hl9rOqYomojCmxYfr25im
0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,track,NA,NA,https://api.spotify.com/v1/tracks/7bPWdJgx8vek7S5i5yAtvG,https://api.spotify.com/v1/audio-analysis/7bPWdJgx8vek7S5i5yAtvG,271176,3,Chemtrails Over The Country Club,Lana Del Rey,Chemtrails Over The Country Club,antonoff,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,E,minor,E minor,33,album,NA,2021-03-19,2021,day,7bPWdJgx8vek7S5i5yAtvG,NA,NA,1,FALSE,FALSE,NA,2,spotify:track:7bPWdJgx8vek7S5i5yAtvG,https://open.spotify.com/track/7bPWdJgx8vek7S5i5yAtvG
0.387,0.339,2,-12.962,0,0.0489,0.918,0.00272,0.13,0.273,137.199,track,NA,NA,https://api.spotify.com/v1/tracks/0hyImI8JaWONOrzKH7kJsC,https://api.spotify.com/v1/audio-analysis/0hyImI8JaWONOrzKH7kJsC,215673,4,Tulsa Jesus Freak,Lana Del Rey,Chemtrails Over The Country Club,antonoff,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,D,minor,D minor,34,album,NA,2021-03-19,2021,day,0hyImI8JaWONOrzKH7kJsC,NA,NA,1,FALSE,FALSE,NA,3,spotify:track:0hyImI8JaWONOrzKH7kJsC,https://open.spotify.com/track/0hyImI8JaWONOrzKH7kJsC
0.303,0.249,0,-11.715,1,0.111,0.97,1.95E-05,0.117,0.131,66.932,track,NA,NA,https://api.spotify.com/v1/tracks/1gxdWpeOUBpvB908fiZs4D,https://api.spotify.com/v1/audio-analysis/1gxdWpeOUBpvB908fiZs4D,200661,4,Let Me Love You Like A Woman,Lana Del Rey,Chemtrails Over The Country Club,antonoff,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,C,major,C major,35,album,NA,2021-03-19,2021,day,1gxdWpeOUBpvB908fiZs4D,NA,NA,1,FALSE,FALSE,NA,4,spotify:track:1gxdWpeOUBpvB908fiZs4D,https://open.spotify.com/track/1gxdWpeOUBpvB908fiZs4D
0.397,0.206,2,-12.487,1,0.0389,0.947,1.35E-05,0.119,0.27,120.702,track,NA,NA,https://api.spotify.com/v1/tracks/5RJot1fR8C90lLXzHtUqpo,https://api.spotify.com/v1/audio-analysis/5RJot1fR8C90lLXzHtUqpo,246609,1,Wild At Heart,Lana Del Rey,Chemtrails Over The Country Club,antonoff,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,D,major,D major,36,album,NA,2021-03-19,2021,day,5RJot1fR8C90lLXzHtUqpo,NA,NA,1,FALSE,FALSE,NA,5,spotify:track:5RJot1fR8C90lLXzHtUqpo,https://open.spotify.com/track/5RJot1fR8C90lLXzHtUqpo
0.397,0.262,0,-14.608,1,0.0916,0.842,6.6E-06,0.0999,0.124,80.434,track,NA,NA,https://api.spotify.com/v1/tracks/1dBBmAddRRIw6GwF7dPz6z,https://api.spotify.com/v1/audio-analysis/1dBBmAddRRIw6GwF7dPz6z,235664,4,Dark But Just A Game,Lana Del Rey,Chemtrails Over The Country Club,antonoff,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,C,major,C major,37,album,NA,2021-03-19,2021,day,1dBBmAddRRIw6GwF7dPz6z,NA,NA,1,TRUE,FALSE,NA,6,spotify:track:1dBBmAddRRIw6GwF7dPz6z,https://open.spotify.com/track/1dBBmAddRRIw6GwF7dPz6z
0.445,0.116,7,-14.87,1,0.0368,0.947,1.69E-05,0.11,0.139,167.992,track,NA,NA,https://api.spotify.com/v1/tracks/0Z3JiHn6mhcObPmKhV9WRW,https://api.spotify.com/v1/audio-analysis/0Z3JiHn6mhcObPmKhV9WRW,245634,4,Not All Who Wander Are Lost,Lana Del Rey,Chemtrails Over The Country Club,antonoff,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,G,major,G major,38,album,NA,2021-03-19,2021,day,0Z3JiHn6mhcObPmKhV9WRW,NA,NA,1,FALSE,FALSE,NA,7,spotify:track:0Z3JiHn6mhcObPmKhV9WRW,https://open.spotify.com/track/0Z3JiHn6mhcObPmKhV9WRW
0.584,0.283,9,-12.893,0,0.0309,0.901,0.0332,0.127,0.278,106.068,track,NA,NA,https://api.spotify.com/v1/tracks/3WIifw9lqdgSZpt9renBAg,https://api.spotify.com/v1/audio-analysis/3WIifw9lqdgSZpt9renBAg,306205,4,Yosemite,Lana Del Rey,Chemtrails Over The Country Club,other,00FQb4jTyendYWaN8pK0wa,6QeosPQpJckkW0Obir5RT8,A,minor,A minor,39,album,NA,2021-03-19,2021,day,3WIifw9lqdgSZpt9renBAg,NA,NA,1,FALSE,FALSE,NA,8,spotify:track:3WIifw9lqdgSZpt9renBAg,https://open.spotify.com/track/3WIifw9lqdgSZpt9renBAg
