"producer","danceability","energy","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"epworth",63.1221347282201,65.4064949597541,62.6164125472651,8.15524066716279,60.6036599215965,67.7616084108154,54.3991795394789,56.7281629560838,63.407980645679,62.7892252315772
"kurstin",105.502876610145,108.016840286829,109.633940246854,12.9513432640788,109.213436606032,99.924511667835,78.1971315585158,92.8858603142168,106.041963344276,104.283024545121
"little",15.4103963258132,13.4983748997808,14.7310364908225,2.10074613382905,15.0017863887994,15.4256955316403,11.3201176527063,14.5671292867272,15.7828338087623,17.5597384027266
"martin",159.963924030005,124.044496196147,126.232984965609,22.9650027038635,123.318451488424,155.863543395663,91.3434043577917,121.604732140636,133.798636101528,143.061940100986
"rechtshaid",9.46739871349122,8.22629590913829,10.9100971457017,1.20303002702455,9.49279746096163,10.8568001672894,7.92858864569747,8.98552453613907,8.71270084033942,10.8950012446205
"other",225.426546249577,183.795911315745,185.559498940537,24.1521754950498,246.714958447477,197.647713760945,129.645816782563,185.129979314127,187.433122093277,204.447628398831
"antonoff",62.2361667502001,62.803720132591,99.2691886450258,9.49899556215643,67.9742400525573,61.177837630208,48.8716306489863,52.6411430727808,65.8349878430537,59.9546855247554
"nowels",11.8472217343123,10.3743373248055,11.2185234534246,2.6194563554325,7.3026863110466,8.1598683516999,7.99607613176501,7.50219217195607,9.01180859299134,8.04641223709273
